:START_ID(Forum)|:END_ID(Person)|joinDate:LONG
755914244199|21990232556528|20120425145404991
687194767464|459|20111024230343740
687194767464|4398046512267|20120704073452785
687194767464|19791209301252|20111216113219340
687194767464|21990232556528|20120809184007895
824633720938|4398046511596|20120716135639386
824633720938|4398046512267|20120404175655432
755914244203|4398046512267|20120418073518138
755914244203|21990232556528|20120627005050256
962072674412|4398046511596|20120623162834262
962072674412|4398046511667|20120815103737223
618475290733|459|20110928060000974
962072674415|4398046511667|20120829141638736
962072674415|4398046512267|20120824095032397
962072674415|24189255811566|20120527150508819
755914244208|459|20120716185929847
755914244208|4398046511596|20120117155839238
755914244208|4398046512267|20120630171208502
755914244208|21990232556528|20111116135315013
549755814001|459|20120622144723014
549755814001|4398046511596|20120529020626773
549755814001|4398046511667|20120912203713796
549755814001|4398046512267|20120527164842827
549755814001|19791209301252|20120425040632019
549755814001|24189255811566|20111223000917740
687194767474|4398046511596|20120906221502766
687194767474|4398046511667|20111130165442306
687194767474|4398046512267|20111108093054743
687194767474|24189255811566|20120324171230829
893353197683|459|20120812233520731
893353197683|4398046512267|20120714160644309
893353197683|24189255811566|20120724224631895
687194767476|987|20111116202250421
687194767476|15393162789093|20111122051907195
687194767476|26388279067551|20120208161825378
687194767476|26388279067669|20120218135940368
824633720949|987|20120502215429405
824633720949|15393162789093|20120320124615944
824633720949|26388279067669|20120410113101106
893353197686|15393162789093|20120801072340684
893353197686|26388279067551|20120830130219574
824633720954|15393162789093|20120719140241038
824633720954|26388279067551|20120318012312355
962072674427|987|20120727185413892
755914244220|987|20120314094817202
755914244220|26388279067551|20120509072537122
755914244220|26388279067669|20120424173658783
824633720957|987|20120821035544898
1030792151168|987|20120813032904817
1030792151168|26388279067669|20120912141717237
824633720962|987|20120625161109398
824633720962|15393162789093|20120229041943188
687194767491|1050|20111111025624114
687194767491|2199023256277|20111029170457226
687194767491|2199023256437|20111112190233337
687194767491|2199023256893|20111110032931143
687194767491|4398046511587|20111028075723970
687194767491|4398046511734|20111113080530803
687194767491|8796093022467|20111117035359557
687194767491|8796093023000|20111121032259303
687194767491|8796093023506|20111106070629004
687194767491|8796093023903|20111111074128162
687194767491|10995116279452|20111028144340573
687194767491|13194139534853|20111115210442604
687194767491|15393162789417|20111109053002432
687194767491|17592186044425|20111112061141998
687194767491|17592186044519|20111110030704080
687194767491|17592186045165|20111120034007928
687194767491|17592186045408|20111028151506712
687194767491|17592186045551|20111110020901823
687194767491|17592186045604|20111111062341419
687194767491|21990232556252|20111031184847675
687194767491|24189255812446|20111224165249739
687194767491|24189255812669|20111227061401401
687194767491|26388279067066|20120211095541849
687194767491|26388279067183|20120118013427222
687194767491|26388279067635|20120301114821880
687194767491|28587302323592|20120407061637056
687194767491|30786325578585|20120722120623009
687194767491|30786325579109|20120711005528383
687194767491|32985348833438|20120809162541529
687194767491|32985348833670|20120830111239011
687194767491|32985348833673|20120722205425337
687194767491|32985348833931|20120814232641145
755914244228|609|20111207114154142
755914244228|998|20111113112618806
755914244228|1269|20111121034954362
755914244228|2199023256744|20111117154701314
755914244228|13194139533344|20111207074841099
755914244228|15393162789093|20111118000502271
755914244228|15393162789174|20111129102707309
755914244228|15393162790014|20111204223927960
755914244228|17592186044897|20111123075519501
755914244228|17592186045382|20111203100611672
755914244228|17592186046110|20111127100839745
755914244228|21990232556410|20111206072100072
755914244228|24189255812426|20120106225520832
755914244228|24189255812580|20111206133912985
755914244228|24189255812733|20120118155633016
755914244228|32985348834375|20120805192013004
755914244229|998|20120801180636673
755914244229|13194139533344|20120101150533272
755914244229|15393162789174|20120814024430298
755914244229|15393162790014|20120610125501083
755914244229|17592186044897|20120815103452722
755914244229|21990232556410|20120321143737982
755914244229|24189255812426|20120502005940870
755914244229|24189255812733|20120702151722434
962072674439|609|20120717155352121
962072674439|1269|20120611024302192
962072674439|15393162789093|20120823232353036
962072674439|15393162790014|20120714211459863
962072674439|17592186044897|20120830182515692
962072674439|17592186045382|20120718111208880
962072674439|24189255812426|20120614024619872
962072674439|24189255812580|20120911143527126
824633720968|609|20120507190511926
824633720968|1269|20120628071922941
824633720968|2199023256744|20120619141125193
824633720968|13194139533344|20120909103037405
824633720968|15393162789093|20120725232238872
824633720968|15393162789174|20120728063856357
824633720968|15393162790014|20120611212427533
824633720968|21990232556410|20120304034850571
824633720969|609|20120908042701339
824633720969|998|20120308012247932
824633720969|2199023256744|20120417115723805
824633720969|24189255812580|20120331075155222
962072674442|15393162789093|20120530101846785
962072674442|15393162789174|20120620204120475
962072674442|17592186045382|20120718015549594
962072674442|24189255812426|20120530195044301
824633720975|1269|20120809052041248
824633720975|13194139533344|20120420130229441
824633720975|15393162789174|20120310192958556
824633720975|17592186045382|20120326163538378
824633720975|17592186046110|20120622031516083
824633720975|21990232556410|20120423151420761
824633720975|24189255812580|20120310041126023
824633720975|24189255812733|20120627050319387
1030792151184|998|20120903213900813
1030792151184|15393162790014|20120909154249878
1030792151184|21990232556410|20120805001426054
962072674449|609|20120614021738296
962072674449|1269|20120809105904617
962072674449|17592186044897|20120910173617879
962072674449|17592186046110|20120701143302420
962072674449|24189255812733|20120703203819833
824633720978|4398046512194|20120306131138380
824633720978|15393162789174|20120228151833106
824633720978|17592186044897|20120308060534002
824633720978|32985348834375|20120729071338855
893353197715|6597069768129|20120410184218320
893353197715|17592186045408|20120329212719963
893353197715|19791209300081|20120331071226066
893353197715|19791209301132|20120411150047774
962072674452|987|20120528075050139
962072674452|17592186044862|20120608231738661
962072674452|19791209301132|20120621044628029
962072674452|24189255811254|20120615043114212
962072674452|24189255811277|20120614004502231
962072674452|24189255811566|20120613212935479
962072674452|26388279067534|20120615065437069
962072674452|26388279068275|20120614025137203
962072674452|30786325579109|20120622052251124
68719476887|976|20100503052109539
68719476887|1269|20100425040718693
68719476887|6597069767242|20100809092817708
68719476887|10995116278234|20101206120355050
68719476887|10995116278353|20101220083638909
68719476887|13194139533535|20110205024104007
68719476887|13194139533653|20110205024144456
68719476887|15393162789604|20110427170128873
68719476887|17592186044551|20110617083719090
68719476887|17592186045074|20110618071917250
68719476887|17592186045865|20110606032607006
68719476887|19791209300771|20110818170129520
68719476887|21990232555611|20111112211327102
68719476887|21990232556528|20111018122310755
68719476887|21990232556650|20111113015808460
68719476887|30786325578932|20120617210056191
68719476887|30786325579247|20120609060607731
68719476887|32985348833378|20120903171248052
68719476887|32985348833438|20120726222150409
137438953624|4398046511596|20100718130747870
137438953624|10995116278184|20110102132304706
137438953624|13194139533618|20110209114821941
137438953624|13194139533834|20110321130303687
137438953624|17592186045813|20110707151354680
137438953624|26388279067771|20120229091223506
206158430361|2199023256668|20100725094820140
206158430361|6597069768211|20100822164223528
206158430361|8796093023017|20101011024108230
206158430361|8796093023851|20101103102058649
206158430361|15393162789093|20110510152859588
206158430361|21990232555524|20111013133220500
206158430361|30786325578056|20120630082834505
206158430361|32985348833548|20120825205911679
206158430361|32985348833995|20120825200557704
274877907098|290|20101004111802093
274877907098|1050|20101006051950406
274877907098|1131|20100915174341600
274877907098|1160|20101003200326735
274877907098|2199023256744|20100928142117083
274877907098|4398046512267|20100924163414669
274877907098|6597069766846|20100924110619299
274877907098|6597069766850|20101004193741454
274877907098|6597069767067|20100910161026563
274877907098|6597069767242|20100918100947074
274877907098|6597069767572|20101008095022536
274877907098|8796093023133|20101118161636213
274877907098|8796093023897|20101112093108845
274877907098|13194139534578|20110202101157613
274877907098|13194139534853|20110403101838591
274877907098|13194139534982|20110227042357203
274877907098|15393162789787|20110502130314729
274877907098|17592186045168|20110618054028722
274877907098|17592186045408|20110612063840996
274877907098|17592186045551|20110623121057021
274877907098|19791209301454|20110811161927000
274877907098|19791209301471|20110904152909263
274877907098|19791209301519|20110724022122804
274877907098|19791209301554|20110811004546795
274877907098|21990232555850|20110925203735759
274877907098|21990232556497|20111003200601057
274877907098|24189255811116|20120107124033975
274877907098|24189255812295|20111226034651987
274877907098|26388279067047|20120214051725766
274877907098|26388279068113|20120307044621145
274877907098|28587302322548|20120521053508127
274877907098|28587302323193|20120509114553223
274877907098|28587302323441|20120320143403870
274877907098|28587302323855|20120502183855231
274877907098|30786325578056|20120701025447047
274877907098|30786325578932|20120606011015366
274877907098|32985348833548|20120806211008567
274877907098|32985348833673|20120711072853731
412316860571|318|20110228051810758
412316860571|2199023255981|20110303095659265
412316860571|2199023256077|20110221210518596
412316860571|2199023256086|20110227092707647
412316860571|2199023256530|20110222130951115
412316860571|2199023257239|20110220003657876
412316860571|6597069766733|20110215040812796
412316860571|8796093023907|20110220031419178
412316860571|10995116278353|20110304172642442
412316860571|17592186044862|20110623112942783
412316860571|21990232556771|20111112035231138
412316860571|26388279067426|20120313110135468
412316860571|26388279067669|20120213005324137
412316860571|30786325578932|20120619100245937
412316860571|30786325579091|20120605100201090
412316860571|32985348834375|20120814072355368
412316860571|32985348834682|20120731032003891
687194767516|2199023255981|20111011123233497
687194767516|2199023256077|20120409180919439
687194767516|6597069766733|20120128040625480
687194767516|8796093023907|20120416035025353
687194767516|10995116278353|20111009104748976
687194767516|30786325578932|20120727114122644
687194767516|30786325579091|20120723192142868
687194767516|32985348834375|20120827103757414
755914244253|2199023255981|20120504142114472
755914244253|2199023256077|20111129182710611
755914244253|2199023256530|20120103003630147
755914244253|2199023257239|20120825132914666
755914244253|10995116278353|20120322193513350
755914244253|17592186044862|20120416184402864
755914244253|30786325578932|20120808031555164
755914244253|30786325579091|20120813122213458
412316860574|318|20120716050608155
412316860574|2199023255981|20110620155515321
412316860574|2199023256077|20120328162820039
412316860574|2199023256086|20110429093024538
412316860574|2199023257239|20120120112615543
412316860574|10995116278353|20120523103455579
412316860574|26388279067669|20120707152759574
412316860574|30786325578932|20120902220052223
412316860574|32985348834682|20120813150814853
962072674463|2199023256077|20120625143838661
962072674463|6597069766733|20120805054157864
962072674463|17592186044862|20120705073133100
962072674463|26388279067426|20120721020219470
962072674463|26388279067669|20120802051315187
962072674463|30786325578932|20120728084659949
962072674463|30786325579091|20120614184845328
481036337312|2199023255981|20120624223031664
481036337312|2199023256086|20110808083144571
481036337312|2199023256530|20120515003448730
481036337312|2199023257239|20110629085342790
481036337312|6597069766733|20110612181626290
481036337312|8796093023907|20111211032908766
481036337312|10995116278353|20120310004112657
481036337312|21990232556771|20120903101141288
481036337312|26388279067426|20120317001257631
481036337312|26388279067669|20120317012932931
481036337312|30786325579091|20120722084649072
755914244257|318|20120425192518321
755914244257|8796093023907|20120816173316427
755914244257|21990232556771|20120404232115705
755914244257|30786325579091|20120825030337255
481036337314|2199023255981|20110625012724724
481036337314|2199023256077|20120502035307983
481036337314|2199023256530|20110807160224271
481036337314|2199023257239|20120430005022310
481036337314|6597069766733|20110726131533334
481036337314|8796093023907|20120724065522257
481036337314|10995116278353|20120512163850750
481036337314|21990232556771|20120416094857276
481036337314|26388279067669|20120523181359131
481036337314|30786325578932|20120727070033032
481036337314|30786325579091|20120617062113784
481036337314|32985348834682|20120901211445742
687194767523|2199023255981|20120803202302266
687194767523|2199023256086|20120128235253282
687194767523|2199023256530|20120614215813281
687194767523|6597069766733|20111213122913863
687194767523|10995116278353|20120804060607208
687194767523|17592186044862|20120720214333504
687194767523|21990232556771|20120712154757977
687194767523|26388279067669|20120217060311478
962072674470|2199023257239|20120821112922878
962072674470|6597069766733|20120702212749413
962072674470|8796093023907|20120901205856238
962072674470|10995116278353|20120808034441843
962072674470|26388279067669|20120713035225225
962072674470|30786325579091|20120722080432066
549755814056|318|20111006052048696
549755814056|2199023256086|20111128104215817
549755814056|2199023256530|20111129194018068
549755814056|2199023257239|20120410005743458
549755814056|6597069766733|20110724115938561
549755814056|30786325579091|20120903005045378
824633721001|318|20120313185638833
824633721001|2199023256077|20120306193201854
824633721001|6597069766733|20120530134602271
824633721001|10995116278353|20120413033901628
824633721001|26388279067669|20120510183118154
824633721001|32985348834682|20120830053306780
687194767530|318|20120612055739135
687194767530|2199023257239|20120329001338617
687194767530|21990232556771|20120315233636581
687194767530|26388279067669|20120401193722061
687194767530|30786325578932|20120622102146232
687194767530|32985348834682|20120816185844603
687194767531|318|20120204134709629
687194767531|2199023255981|20120506162048286
687194767531|2199023256077|20120613050457327
687194767531|2199023256086|20120305152116392
687194767531|17592186044862|20120102105651096
687194767531|21990232556771|20120523181137961
549755814061|318|20120603191033126
549755814061|2199023255981|20111106161722546
549755814061|2199023256086|20120901130703399
549755814061|2199023256530|20110908133011739
549755814061|2199023257239|20120220030338455
549755814061|10995116278353|20120412200446316
549755814061|17592186044862|20110726204045676
549755814061|21990232556771|20120331101715723
549755814061|26388279067426|20120403152020436
549755814061|26388279067669|20120311073844941
618475290799|318|20120130033219623
618475290799|2199023255981|20120207075422633
618475290799|2199023256077|20120612154011080
618475290799|2199023256530|20120611044329255
618475290799|6597069766733|20120317224744607
618475290799|21990232556771|20120209204208318
618475290799|26388279067669|20120721181710267
618475290799|32985348834682|20120828035245038
893353197744|318|20120910031205740
893353197744|2199023255981|20120717195326259
893353197744|2199023256086|20120727152657795
893353197744|2199023256530|20120906170448013
893353197744|6597069766733|20120906141638013
893353197744|10995116278353|20120807114008013
893353197744|17592186044862|20120910194509075
893353197744|26388279067426|20120428081144305
893353197744|30786325579091|20120821094843110
755914244273|2199023255981|20120227124512067
755914244273|2199023256530|20120311195925016
755914244273|10995116278353|20120823201050367
755914244273|17592186044862|20120531120650030
755914244273|26388279067669|20120829105829802
755914244273|30786325579091|20120624234201939
618475290802|318|20120115151952000
618475290802|2199023256077|20111014034559977
618475290802|2199023257239|20110916195404649
618475290802|8796093023907|20120322225741998
618475290802|10995116278353|20120604113522338
618475290802|17592186044862|20120904191305689
618475290802|26388279067669|20120825203143310
618475290802|30786325579091|20120609172822629
618475290803|24189255811566|20111207215027173
618475290803|24189255811663|20111207093556668
618475290803|26388279067534|20120116101302788
824633721012|2199023256300|20120314223703088
824633721012|4398046511596|20120228103104788
824633721012|6597069768236|20120301154151912
824633721012|13194139533505|20120313112815057
824633721012|13194139533535|20120313192907965
824633721012|17592186045864|20120226113709731
824633721012|21990232557079|20120309193011724
824633721012|24189255811277|20120310142620601
824633721012|24189255811566|20120223013846823
824633721012|26388279067708|20120306064120231
824633721012|26388279067734|20120229142003316
824633721012|26388279067952|20120305014503435
824633721012|26388279068081|20120316071844890
1030792151221|2199023256300|20120725005625755
1030792151221|13194139533505|20120821225551249
1030792151221|13194139533535|20120901143902070
893353197751|2199023256300|20120708173418909
893353197751|4398046511596|20120806115931766
893353197751|6597069768236|20120525105813286
893353197751|13194139533505|20120328102600345
893353197751|17592186045864|20120425231046564
893353197751|24189255811277|20120331032316702
893353197751|24189255811566|20120428083410219
893353197752|4398046511596|20120824233824230
893353197752|6597069768236|20120702042002469
893353197752|13194139533535|20120331093724650
893353197752|26388279067734|20120411120347558
962072674489|4398046511596|20120728211148591
962072674489|6597069768236|20120903182033328
962072674489|13194139533505|20120906223503109
962072674489|13194139533535|20120827023653238
962072674490|13194139533505|20120608202222021
962072674490|21990232557079|20120901175717389
962072674490|24189255811566|20120811134447285
962072674490|26388279067952|20120622033249285
962072674490|26388279068081|20120806064756987
893353197755|21990232557079|20120411142533168
893353197755|24189255811277|20120606031615692
893353197755|26388279067708|20120406152231102
893353197755|26388279067734|20120511174031122
962072674492|2199023256300|20120726234757273
962072674492|26388279068081|20120627185646003
893353197757|2199023256300|20120602141542332
893353197757|6597069768236|20120629000353300
893353197757|13194139533505|20120511221927802
893353197757|17592186045864|20120524153738289
893353197757|26388279067708|20120821161414417
893353197757|26388279067734|20120725124534201
893353197757|26388279068081|20120416023145542
824633721023|344|20120303041227635
824633721023|378|20120316100725776
824633721023|609|20120316045448175
824633721023|987|20120320135001643
824633721023|1103|20120310064053251
824633721023|1219|20120314044817342
824633721023|2199023255898|20120303140511535
824633721023|2199023256277|20120305151346336
824633721023|2199023256363|20120308065539216
824633721023|2199023256744|20120311095924856
824633721023|2199023257206|20120325014115214
824633721023|4398046511241|20120312201948652
824633721023|4398046511684|20120329072704354
824633721023|4398046512201|20120331163140041
824633721023|6597069767457|20120329024624508
824633721023|6597069767470|20120322172958518
824633721023|6597069767708|20120323125345913
824633721023|6597069767868|20120306164023857
824633721023|8796093022412|20120311104440178
824633721023|8796093022764|20120309004401385
824633721023|8796093023143|20120321205333170
824633721023|8796093023577|20120326202414891
824633721023|13194139533574|20120326145738212
824633721023|15393162789111|20120321071724260
824633721023|15393162789189|20120308035546698
824633721023|15393162789219|20120328105538651
824633721023|15393162789655|20120319115041518
824633721023|15393162789850|20120327155828956
824633721023|15393162789932|20120401042708218
824633721023|15393162789951|20120312205640487
824633721023|15393162790347|20120321082852139
824633721023|15393162790474|20120329141803823
824633721023|17592186044994|20120326200631016
824633721023|17592186045261|20120328064631956
824633721023|17592186045382|20120304224041316
824633721023|19791209300402|20120330102608674
824633721023|19791209300507|20120330193334754
824633721023|19791209300831|20120311170835990
824633721023|19791209301168|20120327164242587
824633721023|19791209301454|20120325014315798
824633721023|19791209301463|20120321004529292
824633721023|21990232555524|20120329033427294
824633721023|21990232555639|20120317015509257
824633721023|21990232555650|20120315181234213
824633721023|21990232555683|20120305081518827
824633721023|21990232555940|20120304021617705
824633721023|21990232556220|20120329183133269
824633721023|21990232556903|20120321000321034
824633721023|21990232557037|20120330104046441
824633721023|24189255811164|20120326025204779
824633721023|24189255811254|20120305194211696
824633721023|24189255811566|20120325233349505
824633721023|24189255811638|20120317212520335
824633721023|24189255812765|20120330082634369
824633721023|26388279066936|20120326125047429
824633721023|26388279067039|20120307013650265
824633721023|26388279067534|20120316133709508
824633721023|26388279068296|20120316111739737
824633721023|28587302322631|20120323225009705
824633721023|28587302322854|20120506044542837
824633721023|28587302323655|20120409114926302
824633721023|30786325577960|20120805040949939
824633721023|30786325578057|20120615015826243
824633721023|30786325578600|20120619015003469
824633721023|30786325578755|20120702231922335
824633721023|30786325578904|20120614025137203
824633721023|30786325578935|20120726195858740
824633721023|32985348833979|20120911060724305
824633721023|32985348834375|20120724143131794
824633721023|32985348834585|20120809122929455
893353197760|13194139534548|20120507050147405
893353197760|26388279067734|20120525093801805
893353197760|30786325578585|20120623182545868
893353197760|30786325579109|20120625224234350
893353197760|32985348834375|20120801162337163
1030792151241|4398046512356|20120821100136258
274877907150|318|20101107113706345
274877907150|459|20101124133849885
274877907150|668|20101101000002194
274877907150|2199023256086|20101104061253076
274877907150|2199023256881|20101109021153235
274877907150|4398046511332|20101029031820677
274877907150|4398046512603|20101119072506071
274877907150|6597069767341|20101101175511159
274877907150|6597069768320|20101107212333604
274877907150|8796093022647|20101115231843277
274877907150|8796093023550|20101101175425517
274877907150|8796093023851|20101105205933446
274877907150|13194139533817|20110217022240418
274877907150|13194139533859|20110203165558171
274877907150|13194139534076|20110212060949466
274877907150|15393162788906|20110420063041590
274877907150|15393162789219|20110404121412742
274877907150|15393162790223|20110424233640785
274877907150|17592186044862|20110708040340289
274877907150|17592186045078|20110528003424426
274877907150|17592186045551|20110603102242371
274877907150|17592186045981|20110710193254972
274877907150|19791209300631|20110814062233914
274877907150|21990232556180|20111107215847917
274877907150|24189255811638|20111226065054015
274877907150|26388279067534|20120114010812824
274877907150|26388279067560|20120219133535314
274877907150|26388279067708|20120302203913465
274877907150|26388279068177|20120324182740826
274877907150|26388279068275|20120321205333170
274877907150|28587302322689|20120423065820473
274877907150|28587302323035|20120424015935695
274877907150|28587302323701|20120319161908791
274877907150|30786325577960|20120730005439642
274877907150|30786325578585|20120713045245237
274877907150|30786325578600|20120620202827126
274877907150|30786325578794|20120723140111286
274877907150|30786325579109|20120709131913779
274877907150|32985348833670|20120913020012849
274877907150|32985348834723|20120817045726797
274877907150|32985348834794|20120912013441971
343597383888|2199023256744|20120423173947567
343597383888|19791209300830|20120523162706265
343597383888|13194139534770|20111012165327071
343597383888|2199023255981|20120419214840362
343597383888|8796093022764|20110226072221158
343597383888|30786325579399|20120826100852694
343597383888|2199023255663|20120515015913458
343597383888|2199023255558|20110220073119877
343597383888|19791209300404|20120128024822476
343597383888|6597069767755|20110514114149633
