name,age,score,active
Person_148,42,81.47620094502017,false
Person_149,53,61.69736400580549,false
Person_150,30,67.19467942280806,true
Person_151,55,92.88243476479518,false
Person_152,75,75.7564428695842,false
Person_153,27,94.50007156882486,false
Person_154,37,45.72860899303953,false
Person_155,19,2.0563445106970835,true
Person_156,72,40.98638916230346,false
Person_157,72,12.983570317374049,true
Person_158,27,17.8658594569549,true
Person_159,66,92.21231930424133,true
Person_160,29,48.63516615668275,false
Person_161,64,75.12033652540609,false
Person_162,24,7.422816118448939,true
Person_163,31,93.18404894164063,false
Person_164,32,17.920031335345822,false
Person_165,75,61.24504837568765,true
Person_166,25,37.21476243695422,true
Person_167,31,63.96010357061479,true
Person_168,60,98.75010270899321,true
Person_169,48,7.974920143537034,true
Person_170,48,8.801752849520694,false
Person_171,39,85.89945486953327,false
Person_172,57,61.45937528483869,true
Person_173,30,92.32610970237411,true
Person_174,47,15.671118866927813,false
Person_175,77,22.08170901156241,false
Person_176,38,47.90809614419316,false
Person_177,71,75.94844777649263,false
Person_178,37,61.71932834477122,true
Person_179,51,58.83530234258038,true
Person_180,31,5.601959431324788,true
Person_181,32,86.96442241489967,true
Person_182,59,16.27669806637664,true
Person_183,42,71.23502778546019,false
Person_184,53,82.74494750379796,false
Person_185,57,28.797250284278398,false
Person_186,37,65.15287512949976,false
Person_187,58,24.855641850037426,true
Person_188,35,2.876027576986695,true
Person_189,19,1.820495460890581,false
Person_190,35,36.11936498010904,false
Person_191,75,91.05840076371582,false
Person_192,78,44.199623154957365,true
Person_193,68,30.580156051716102,false
Person_194,79,19.217893896606817,true
Person_195,57,99.45738055863266,true
Person_196,61,11.608664311358318,true
Person_197,30,11.14225487071181,true
Person_198,74,2.6431311382815625,true
Person_199,54,63.2730125978361,true
Person_200,49,2.780887884758154,false
Person_201,53,36.55328629795633,false
Person_202,65,76.01152895343094,false
Person_203,46,25.87239459760109,false
Person_204,48,42.424579880928725,false
Person_205,47,35.97466184873637,true
Person_206,69,47.203635524857944,false
Person_207,25,74.17825749141926,false
Person_208,74,41.12953276706474,false
Person_209,25,83.4980310444316,false
Person_210,47,25.431092146672242,true
Person_211,21,80.80571444807654,true
Person_212,69,79.55813508320875,false
Person_213,70,56.598891296256035,false
Person_214,80,17.621488208695666,true
Person_215,18,48.16767710234628,false
Person_216,62,67.57736577778765,true
Person_217,50,81.94944222806303,false
Person_218,58,53.33974655548332,true
Person_219,51,81.76919762185145,true
Person_220,77,47.58994663857009,false
Person_221,43,73.72945412962783,false
Person_222,47,33.815797353152135,false
Person_223,78,30.736788126847824,true
Person_224,43,80.08329200173921,true
Person_225,79,49.48563356607342,false
Person_226,79,33.209751977973504,true
Person_227,44,57.67024886666003,true
Person_228,21,83.12093311433124,true
Person_229,76,88.94598286288745,true
Person_230,72,87.44308098445718,true
Person_231,22,57.50281838529915,true
Person_232,54,32.22422991046526,true
Person_233,29,26.245305435588918,false
Person_234,59,57.877121280506216,false
Person_235,27,27.526822688789267,true
Person_236,64,45.45639007368818,false
Person_237,24,76.55453434406157,true
Person_238,77,48.921354066465305,true
Person_239,54,10.524020651640464,true
Person_240,73,12.947880032437975,false
Person_241,79,80.47619739951156,false
Person_242,24,56.58648649623132,false
Person_243,65,63.351681224714895,false
Person_244,40,72.00141165810648,false
Person_245,27,45.211133908382806,false
Person_246,54,18.48057808430912,false
Person_247,61,33.90863470047597,false
Person_248,22,35.29432655375794,false
Person_249,76,5.501017038121558,false
Person_250,51,18.116888439271605,true
Person_251,79,11.03747431500297,false
Person_252,49,73.30405442884297,false
Person_253,54,22.40187300160916,true
Person_254,68,38.44805035264709,false
Person_255,56,98.0496386527025,true
Person_256,66,66.36187364432348,true
Person_257,19,7.355110447865021,false
Person_258,73,40.50240684523055,true
Person_259,52,2.6433978848942385,true
Person_260,39,0.01228691826308248,false
Person_261,62,96.04416289042447,false
Person_262,19,0.8500700762036795,true
Person_263,40,95.76434801494294,true
Person_264,62,60.985678138345946,false
Person_265,65,82.61738600839035,false
Person_266,28,22.76813397394587,true
Person_267,31,9.528632597454678,false
Person_268,31,95.3141800122721,true
Person_269,22,62.55468275099384,true
Person_270,65,19.464934631697282,false
Person_271,29,75.1972211897035,false
Person_272,22,12.21324760493867,true
Person_273,33,99.57456173548587,false
Person_274,22,37.71387212124496,true
Person_275,53,3.3086970059535425,true
Person_276,62,1.6479691641589356,false
Person_277,75,86.50002810572704,false
Person_278,72,74.19630212491775,false
Person_279,22,27.333901205291433,false
Person_280,53,5.70129719750061,false
Person_281,61,36.2237645271908,false
Person_282,80,34.8656289420535,true
Person_283,70,2.832089057811704,true
Person_284,20,42.555833848858086,false
Person_285,69,11.866610106632358,false
Person_286,33,62.373761850970446,false
Person_287,53,85.79663480189066,true
Person_288,20,47.08425441430557,true
Person_289,79,16.936165329720907,true
Person_290,65,14.036296924620995,false
Person_291,33,15.400299646441361,false
Person_292,74,90.6120471998852,false
Person_293,57,77.08638199008865,true
Person_294,33,3.094702148198347,false
Person_295,68,27.954800449213803,true
Person_296,23,38.25290601166847,false
Person_297,47,17.739791045593744,true
Person_298,71,50.02395892459292,false
Person_299,75,12.444691615134163,true
Person_300,75,43.70123383901399,true
Person_301,58,88.87664889517929,true
Person_302,80,23.596596640815136,false
Person_303,24,25.030250676628352,false
Person_304,38,68.99433850940942,false
Person_305,66,71.13633557117952,true
Person_306,39,95.95068080130676,false
Person_307,60,50.199669391435805,false
Person_308,49,40.821987246708105,false
Person_309,29,31.85524736858738,true
Person_310,56,64.32065160921523,false
Person_311,36,94.17474345120786,false
Person_312,80,82.63881896347199,false
Person_313,45,90.11364007502749,false
Person_314,65,53.92858824476162,false
Person_315,77,91.03064032394751,true
Person_316,21,11.672257413117071,false
Person_317,19,50.86956829259754,true
Person_318,55,39.43373012509841,false
Person_319,56,33.08857737794162,true
Person_320,78,19.73792433913022,false
Person_321,22,6.737838669688556,false
Person_322,63,66.35968862410773,true
Person_323,34,25.74659102569157,false
Person_324,62,63.717029534835035,true
Person_325,21,41.102050688014316,false
Person_326,78,46.21349601912708,false
Person_327,48,75.41514661014513,true
Person_328,71,95.46670962504305,true
Person_329,35,39.79828052280033,false
Person_330,25,40.76086500558045,false
Person_331,76,0.4494965821038033,false
Person_332,45,15.98713120801155,false
Person_333,67,58.53016065254442,true
Person_334,79,84.85247267056673,true
Person_335,39,17.23941239001058,true
Person_336,58,17.612553953312414,false
Person_337,44,40.43194005516211,false
Person_338,21,72.7316555772821,false
Person_339,64,65.88033896611297,true
Person_340,36,4.5487919315402525,true
Person_341,79,25.978524347907705,false
Person_342,64,77.38943747454714,false
Person_343,42,61.23262863008754,false
Person_344,29,55.26214782956691,true
Person_345,26,44.03820768331722,false
Person_346,39,96.85037537286085,false
Person_347,59,29.5453501124216,false
Person_348,29,34.73896068451191,true
Person_349,24,37.552173031866886,true
Person_350,42,57.86639306218579,true
Person_351,43,18.70593946750365,true
Person_352,54,16.07030040576687,false
Person_353,50,67.9384430973707,true
Person_354,63,47.44456607671078,true
Person_355,70,77.90506897685484,true
Person_356,76,54.53064114815778,false
Person_357,76,69.57619689061096,true
Person_358,38,35.2882040239593,false
Person_359,69,40.90707313511288,false
Person_360,74,98.65521534311382,true
Person_361,26,67.29224186198093,false
Person_362,57,84.72120121976158,false
Person_363,24,32.07968457299825,false
Person_364,73,93.93910438621258,true
Person_365,76,23.851702181922974,false
Person_366,80,11.271053217968497,true
Person_367,18,54.03826482903147,false
Person_368,20,97.15467408843996,true
Person_369,35,20.87974691658391,false
Person_370,53,69.73514344890356,false
Person_371,60,94.42082752732209,false
Person_372,37,5.405923462794792,true
Person_373,74,78.61755473618928,false
Person_374,24,2.80806185872422,true
Person_375,42,10.049921446994281,false
Person_376,20,13.589183209610534,false
Person_377,18,21.182488475894857,false
Person_378,41,94.97119476604176,false
Person_379,58,3.338879794680194,false
Person_380,24,99.81508060412443,false
Person_381,61,92.92456277776799,false
Person_382,45,69.12232950148751,false
Person_383,31,12.864406907426762,false
Person_384,67,22.18661914990626,true
Person_385,52,86.36061907770676,true
Person_386,54,72.00832304967234,false
Person_387,20,0.0009316532372016795,false
Person_388,73,0.9483098810866508,true
Person_389,29,59.11298561493656,false
Person_390,52,0.5585320513869729,false
Person_391,42,10.816067881013879,false
Person_392,76,31.205209840758407,false
Person_393,27,15.155955847597324,true
Person_394,60,6.508466158245407,true
Person_395,70,69.84974905220739,false
Person_396,47,25.126153314854506,true
Person_397,54,81.21368400385688,true
Person_398,35,67.49925159360875,false
Person_399,39,45.376100935048,true
Person_400,19,40.00686126094377,false
Person_401,60,20.391033838478666,true
Person_402,58,62.446112244795195,false
Person_403,41,96.32952948902833,false
Person_404,41,58.65655058718391,true
Person_405,58,76.89460633521054,true
Person_406,61,4.486244796596617,false
Person_407,75,8.902375964905861,true
Person_408,37,38.41294630898793,false
Person_409,53,96.27963530734715,true
Person_410,56,36.278832538857266,true
Person_411,30,34.098848743778234,false
Person_412,22,44.856548156796606,true
Person_413,68,91.88590904405991,true
Person_414,51,37.603749413953004,true
Person_415,53,85.4860801343396,true
Person_416,74,83.15615188730973,true
Person_417,41,61.47842778903927,true
Person_418,74,7.661477971494213,false
Person_419,47,81.71319628240917,true
Person_420,66,81.76221912272236,true
Person_421,47,40.892249023323835,true
Person_422,66,22.69811085044211,true
Person_423,39,46.69876733013055,true
Person_424,71,29.053721378966934,true
Person_425,63,7.995463249726164,false
Person_426,37,33.94166387888805,true
Person_427,23,45.98439983954597,true
Person_428,24,62.1137628387315,true
Person_429,72,8.970386578668865,false
Person_430,48,88.79650488430538,false
Person_431,19,62.33438885787758,false
Person_432,45,62.299249621717,false
Person_433,51,36.75855637199744,false
Person_434,26,84.98664975324849,false
Person_435,57,79.99693246201039,false
Person_436,36,41.909357087323386,true
Person_437,67,93.75798281655514,false
Person_438,60,12.658204331618172,false
Person_439,28,71.18947558535184,false
Person_440,18,87.10775043806666,true
Person_441,20,78.00117689838201,true
Person_442,30,17.186488453914407,false
Person_443,36,81.81690980690861,false
Person_444,31,22.739156486128486,false
Person_445,21,15.807804330249741,false
Person_446,30,53.14485663785993,true
Person_447,22,19.251230862676906,true
Person_448,68,3.0056060586443056,false
Person_449,31,36.729725008677306,false
Person_450,80,35.68417133752103,false
Person_451,32,99.69810600464152,false
Person_452,40,13.64153137368751,true
Person_453,18,7.91452966545746,false
Person_454,56,88.68422469690228,true
Person_455,54,95.7434271609858,true
Person_456,27,53.338861145304016,false
Person_457,55,31.037589019215282,false
Person_458,37,32.23664260604705,false
Person_459,41,85.36720275527352,false
Person_460,60,19.126955376223798,true
Person_461,26,55.60582692500341,true
Person_462,54,90.88869578550019,false
Person_463,74,0.47723408826747526,false
Person_464,45,94.71338889365761,false
Person_465,32,37.42550797809753,false
Person_466,60,54.558224839494706,false
Person_467,55,29.11000038568976,false
Person_468,21,27.830517035969393,false
Person_469,66,92.41900246168882,true
Person_470,35,69.33829882972319,true
Person_471,24,88.88654117065458,true
Person_472,22,37.19007103737779,false
Person_473,40,2.325702195072199,true
Person_474,50,33.6162073009041,false
Person_475,59,94.20037666402511,false
Person_476,58,73.38018906683064,true
Person_477,75,58.878390228666234,true
Person_478,69,99.5506318951394,true
Person_479,23,50.00460721822041,false
Person_480,36,45.2188814135718,false
Person_481,49,43.54680360045585,false
Person_482,22,87.43569590428483,true
Person_483,51,35.37000274712949,true
Person_484,36,15.970284472014761,false
Person_485,28,75.26955200820778,true
Person_486,27,79.91513901793616,true
Person_487,40,51.026123809167636,true
Person_488,36,38.37843345141449,false
Person_489,66,43.16560231745651,false
Person_490,68,28.01044096983245,true
Person_491,43,77.77775684316231,false
Person_492,35,22.317344756707534,true
Person_493,52,36.951085107187055,true
Person_494,22,31.27163006356517,false
Person_495,33,21.905023952956792,true
Person_496,67,0.12448369692006356,true
Person_497,28,63.21610223992421,false
Person_498,66,52.02098321750076,false
Person_499,73,33.03336453931757,true
Person_500,47,15.547396319897722,false
Person_501,70,80.30127728314326,true
Person_502,18,33.40591983376442,false
Person_503,41,90.04450371162824,false
Person_504,47,9.93142096495474,false
Person_505,20,88.22316565574349,false
Person_506,63,37.08640947034865,true
Person_507,36,21.68028147907467,true
Person_508,67,25.759517318334268,true
Person_509,34,77.24074769618767,false
Person_510,41,86.18845769354083,true
Person_511,56,51.671211089636735,false
Person_512,73,20.735235373250394,false
Person_513,41,28.139821082120896,true
Person_514,28,57.245325334021715,true
Person_515,60,66.67860213059703,false
Person_516,78,46.17321607631539,true
Person_517,68,3.606698382788287,false
Person_518,46,55.53110737182212,true
Person_519,45,87.96685040112932,true
Person_520,56,69.96567628612598,false
Person_521,20,37.438798897837025,false
Person_522,73,0.63627496587364,true
Person_523,29,52.53431829612206,true
Person_524,20,98.24218507584365,false
Person_525,53,61.11638888483346,true
Person_526,44,99.5448413260407,true
Person_527,54,14.829321078765512,true
Person_528,75,93.70790166193929,true
Person_529,78,72.54389060487257,false
Person_530,33,11.425673602682075,true
Person_531,74,38.578674694108884,false
Person_532,64,26.499827596632606,true
Person_533,23,45.798494320556735,false
Person_534,40,70.61628790936437,true
Person_535,24,22.183187855483443,false
Person_536,42,73.32887846132957,true
Person_537,56,55.675829951696635,true
Person_538,39,65.913522246904,false
Person_539,30,33.62996648600117,false
Person_540,23,85.00962541646615,true
Person_541,29,0.3674444434110469,false
Person_542,37,78.2942285783012,false
Person_543,26,71.31472701629959,true
Person_544,54,37.990050355872896,false
Person_545,39,44.97717756928586,false
Person_546,49,31.525081839770962,false
Person_547,43,80.75380534276037,true
Person_548,34,26.11932404471905,false
Person_549,37,41.98174737547069,false
Person_550,33,3.3718714674207617,true
Person_551,21,10.247261214540504,false
Person_552,51,47.944969666767264,true
Person_553,25,14.754787101136424,false
Person_554,21,13.343706776034425,true
Person_555,19,27.795277315649592,true
Person_556,30,64.66359178113181,true
Person_557,22,74.13314980965218,true
Person_558,20,65.86331023728799,true
Person_559,25,76.07515088152562,false
Person_560,47,9.72680819442725,true
Person_561,22,54.38250996297992,true
Person_562,72,41.6984977363314,true
Person_563,44,88.84225710397898,true
Person_564,76,98.35128007676806,false
Person_565,56,55.55830135539289,false
Person_566,37,70.04708135386038,false
Person_567,53,93.40654912570476,false
Person_568,78,0.6070725364558993,true
Person_569,46,8.862325937050997,true
Person_570,35,30.615599201999355,true
Person_571,69,67.4094644777942,true
Person_572,73,39.638057018642044,true
Person_573,50,41.19103764659366,false
Person_574,51,27.602503389719168,true
Person_575,38,91.64761268489723,true
Person_576,32,7.263382503652416,true
Person_577,54,32.03368411341917,true
Person_578,34,11.188402613432268,true
Person_579,75,96.90602439685748,true
Person_580,61,86.08768318552166,false
Person_581,62,91.03711976733697,false
Person_582,47,83.99486364244947,true
Person_583,21,66.10028565200525,true
Person_584,25,33.52520813397858,true
Person_585,54,12.409419234058849,false
Person_586,27,32.75828535881947,false
Person_587,80,31.461260614055654,false
Person_588,34,46.55377901460741,true
Person_589,47,71.45974840283195,false
Person_590,20,65.17823455630618,true
Person_591,28,78.61851149607467,true
Person_592,30,20.8371432358201,true
Person_593,75,42.55460446152245,false
Person_594,40,3.3645637590019817,true
Person_595,39,61.79189334710888,true
Person_596,31,42.41420866633161,true
Person_597,65,44.009534787149654,false
Person_598,40,44.851128170187096,false
Person_599,50,79.53883237177085,false
Person_600,55,49.63652535145555,false
Person_601,67,34.94560615708132,false
Person_602,50,28.335997899564447,true
Person_603,31,11.289979910357895,false
Person_604,36,1.358801827694911,false
Person_605,41,70.17797398631896,false
Person_606,46,29.03528752171065,false
Person_607,19,62.276303831810864,false
Person_608,42,18.054903213452512,false
Person_609,30,53.621521343228274,true
Person_610,40,40.26584383763178,false
Person_611,70,29.1357966984214,false
Person_612,49,98.36959036749514,true
Person_613,29,80.86755008809725,false
Person_614,27,83.6093263276874,true
Person_615,61,78.58988130985712,true
Person_616,47,93.75870648160296,true
Person_617,33,79.58827976809316,false
Person_618,51,24.472533855855396,false
Person_619,63,4.5172664821248265,true
Person_620,69,8.355686661326988,true
Person_621,62,9.553490741005854,true
Person_622,52,77.38709790139342,true
Person_623,63,79.07853688341187,true
Person_624,67,17.161583726140538,false
Person_625,31,46.458070976034136,true
Person_626,64,80.52994848779885,true
Person_627,24,0.08413385454345557,false
Person_628,73,6.018359747136293,false
Person_629,46,3.772161961448317,false
Person_630,32,65.22331284863296,true
Person_631,19,74.03910026120607,false
Person_632,72,49.36096215347542,true
Person_633,50,48.89048863337071,true
Person_634,27,15.94406360469014,false
Person_635,32,15.937502131034808,true
Person_636,67,88.15510495827473,true
Person_637,65,55.38532358550633,false
Person_638,52,5.9077369693788295,false
Person_639,36,7.8959397692644036,false
Person_640,69,78.9975172433352,false
Person_641,36,87.78259008758612,true
Person_642,78,66.96031888592253,true
Person_643,65,24.805695420033413,false
Person_644,52,7.177764938250841,true
Person_645,26,43.02698057006557,true
Person_646,55,51.22011314406745,true
Person_647,18,41.28831323188689,false
Person_648,33,3.910049188783893,false
Person_649,35,11.132616213660429,true
Person_650,47,61.7723439847582,true
Person_651,49,39.71127154877389,true
Person_652,52,87.06952527165505,true
Person_653,53,77.6218741558663,true
Person_654,54,10.636983438740632,false
Person_655,47,28.951340435937713,false
Person_656,48,99.25969344316918,false
Person_657,24,97.7361702995464,false
Person_658,31,63.14284655818426,true
Person_659,67,99.56320570141415,true
Person_660,78,11.262213716668967,false
Person_661,75,6.068585945212601,true
Person_662,42,6.519859714701271,false
Person_663,67,63.19819389391299,true
Person_664,29,50.57324902349182,false
Person_665,74,11.2898507192692,false
Person_666,52,5.313215187369213,false
Person_667,32,54.81772437772769,false
Person_668,55,0.2607312169125464,false
Person_669,80,53.93338213317779,false
Person_670,23,51.673918541304865,true
Person_671,46,54.14523443814144,true
Person_672,22,68.54840316554572,true
Person_673,28,44.20608764785898,false
Person_674,65,15.84252345990327,true
Person_675,59,63.64787869300679,true
Person_676,55,39.11019972932613,false
Person_677,47,20.198528547711714,true
Person_678,20,12.549987330284928,false
Person_679,39,10.207632398754441,true
Person_680,72,25.77748917022141,true
Person_681,41,61.718826293287584,false
Person_682,77,75.88939658132772,true
Person_683,48,35.68786350581817,false
Person_684,60,42.23191948995062,false
Person_685,34,27.33691001077726,true
Person_686,52,97.2133328993691,true
Person_687,65,72.60100945559832,true
Person_688,68,13.192546459113553,false
Person_689,31,77.3037926574642,false
Person_690,31,40.591801540909614,false
Person_691,62,0.1994005891162498,false
Person_692,61,24.432840309248537,true
Person_693,18,39.909795465696796,true
Person_694,68,68.57409101519924,true
Person_695,43,88.58909413871395,false
Person_696,41,45.43253440854066,false
Person_697,48,85.26396235966945,true
Person_698,40,8.031092714745592,true
Person_699,29,81.65772813598778,false
Person_700,53,49.02912081404624,true
Person_701,67,39.67525344352942,false
Person_702,52,49.73213776614105,true
Person_703,54,81.59058927154315,true
Person_704,47,27.011662277830872,true
Person_705,33,43.58149719130117,false
Person_706,65,83.14282556707762,true
Person_707,33,5.909439346979639,true
Person_708,43,31.73438506229035,true
Person_709,55,51.419020294102204,false
Person_710,47,93.38269252373725,false
Person_711,39,90.03618894469595,false
Person_712,64,95.579218361561,false
Person_713,68,12.960558823602907,true
Person_714,54,87.73287501836737,true
Person_715,31,9.05324801068631,false
Person_716,71,24.74506362195842,true
Person_717,46,22.789422231949487,true
Person_718,62,36.97878190772218,false
Person_719,80,81.54211425873231,false
Person_720,46,37.787324466436935,false
Person_721,60,25.86815842240766,false
Person_722,38,81.40391333831997,false
Person_723,71,20.756033613529212,false
Person_724,68,95.74353021704476,true
Person_725,55,38.90116347238119,false
Person_726,65,42.33228614360425,false
Person_727,77,68.73374216449011,true
Person_728,58,9.30075631151488,true
Person_729,77,68.39961733834835,false
Person_730,72,86.58888051457033,true
Person_731,46,12.743209880141027,false
Person_732,33,40.73375324197076,true
Person_733,36,87.07360477293649,true
Person_734,73,19.014477720337386,false
Person_735,27,93.63358749072901,false
Person_736,29,58.38542039630236,true
Person_737,49,81.07518530884815,true
Person_738,61,52.606881785634506,false
Person_739,28,39.10461967894649,false
Person_740,26,3.6358385821851136,true
Person_741,63,99.6710155700849,false
Person_742,26,71.53210369526396,true
Person_743,46,63.78148539956702,true
Person_744,78,40.00469995294842,true
Person_745,31,88.52408360590839,true
Person_746,36,10.688403771695453,true
Person_747,36,32.739007356729225,true
Person_748,55,76.52014738020078,true
Person_749,78,98.10576077495371,false
Person_750,33,40.14409005332386,true
Person_751,62,58.10600410410978,false
Person_752,77,65.68104950543834,false
Person_753,18,59.592007720590246,true
Person_754,79,23.37652159598631,true
Person_755,63,71.22201933274509,true
Person_756,49,60.43312886496258,true
Person_757,58,37.72444874437835,true
Person_758,66,41.80162192835698,true
Person_759,35,83.54154859155751,true
Person_760,70,6.921401663982907,true
Person_761,69,58.69978615297816,true
Person_762,39,27.310165353882574,false
Person_763,44,66.75425277951997,true
Person_764,63,83.84093122699787,true
Person_765,80,20.502469521019307,true
Person_766,70,64.08803785397485,false
Person_767,47,64.71365783261143,false
Person_768,47,72.17751848979965,true
Person_769,47,99.70496099057402,false
Person_770,57,20.47576988921066,false
Person_771,43,26.96928696324129,true
Person_772,62,85.02417508267249,true
Person_773,77,89.48775578737322,true
Person_774,60,64.16206575356239,false
Person_775,60,43.96608815722599,true
Person_776,58,13.306152506012946,true
Person_777,49,52.69294147856869,true
Person_778,36,45.96947240389648,false
Person_779,59,76.67274994907747,false
Person_780,20,57.74117017850992,false
Person_781,34,83.59716851833754,false
Person_782,64,90.81957947239893,false
Person_783,19,36.723178593641336,false
Person_784,35,11.20774441596235,false
Person_785,71,31.11459692152332,true
Person_786,19,30.098011685081126,false
Person_787,70,36.655155484343126,false
Person_788,56,85.23889859881363,false
Person_789,20,21.27655536578683,true
Person_790,29,38.06051309574162,true
Person_791,34,3.8617936184609847,true
Person_792,36,42.84895123149849,true
Person_793,31,8.54778175740062,true
Person_794,32,10.87315627356742,false
Person_795,26,51.86590762007407,true
Person_796,46,15.818199644909702,false
Person_797,30,11.877840711393006,false
Person_798,27,96.98609644179037,true
Person_799,50,14.87582468182077,true
Person_800,37,6.794866180333036,true
Person_801,68,47.88356843415001,false
Person_802,27,30.035176609137515,true
Person_803,71,18.681469906415092,true
Person_804,65,67.1070461681261,false
Person_805,62,16.918602847680585,true
Person_806,24,15.303989653909023,true
Person_807,57,17.24258805376363,true
Person_808,39,0.7116867871826749,false
Person_809,39,23.38110820374434,true
Person_810,18,69.26439874393756,false
Person_811,60,68.27230254345582,true
Person_812,30,69.6706138090588,false
Person_813,23,57.41513687239984,true
Person_814,74,58.6128936306745,true
Person_815,80,48.91171758370272,true
Person_816,36,33.91098121520064,false
Person_817,37,3.8498748977509045,true
Person_818,38,55.92474076556023,true
Person_819,19,99.51482948539204,true
