:START_ID(Comment)|:END_ID(Tag)
755914244672|543
755914244672|5170
755914244672|7008
755914244672|9195
755914244672|9285
755914244672|11623
755914244672|12061
824633721409|543
824633721409|2089
824633721409|2104
824633721409|5066
824633721409|12299
824633721410|543
824633721410|2104
824633721410|3045
824633721410|8641
824633721410|9056
687194767947|2800
687194767947|3006
687194767947|5275
687194767947|7567
687194767947|10149
893353198156|2800
893353198156|5053
893353198156|5455
893353198156|7567
893353198156|7924
893353198156|10149
1099511628368|1408
1099511628368|2812
1099511628368|3047
1099511628368|5132
1099511628368|5863
1099511628368|5984
1099511628368|11250
1168231105108|1408
1168231105108|2812
1168231105108|5064
1168231105108|5863
1168231105108|6402
1168231105108|9043
1168231105108|11552
687194767957|1408
687194767957|1995
687194767957|5619
687194767957|9259
687194767957|9289
687194767957|11250
687194767957|12300
1030792151639|1524
1030792151639|9243
1168231105113|1524
1168231105113|1753
1168231105115|1753
1168231105115|11896
1030792151645|1768
1030792151645|9243
1168231105120|9163
1168231105125|8374
1168231105126|11741
1099511628392|1524
1099511628392|9820
1168231105129|7773
1168231105130|8203
1168231105131|2778
1168231105133|2078
1168231105133|8374
1168231105136|2100
1168231105136|2206
1168231105136|5102
1168231105136|5258
1168231105136|8535
1168231105136|9548
1168231105794|0
1168231105794|565
1168231105794|2880
1168231105794|2930
1168231105794|6972
1168231105794|7027
1168231105794|7522
755914245386|6389
755914245386|6429
755914245386|8767
755914245386|12243
1168231105803|6429
1168231105803|8767
1168231105803|8828
1168231105803|14071
755914245389|4874
755914245389|6429
755914245389|13698
962072675600|145
962072675600|9337
962072675600|12128
962072675600|14616
1168231105811|145
1168231105811|2044
1168231105811|9300
1168231105811|12128
893353198874|145
893353198874|5112
412316861725|1759
412316861725|7380
412316861725|9228
1099511629086|1379
1099511629086|7007
1099511629086|7380
1099511629086|10955
343597384998|145
343597384998|9102
343597384998|9150
343597384998|9293
343597385001|145
343597385001|572
343597385001|2875
343597385001|9102
343597385001|9293
893353198893|8767
893353198893|10028
893353198893|12343
893353198893|13854
962072675631|6427
962072675631|8767
962072675631|9329
962072675631|10028
962072675631|12343
962072675631|13854
1099511629106|145
1099511629106|287
1099511629106|7719
1099511629106|10999
1099511629106|11164
1168231105843|145
1168231105843|1033
1168231105843|11251
1099511629110|1375
1099511629110|2797
1099511629110|2975
1099511629110|11164
1168231105850|145
1168231105850|2973
1168231105850|12033
1168231105851|145
1168231105851|1760
1168231105860|458
962072675655|145
962072675655|7520
962072675655|7719
1168231105867|145
1168231105867|5188
1168231105867|7520
1168231105867|12250
1168231105870|2992
1168231105870|10024
1168231105872|7347
1168231105872|10024
962072675669|1206
962072675673|2077
1168231105884|9263
1168231105886|2870
1168231105888|588
1168231105888|2870
962072675684|145
962072675684|7140
962072675684|12128
824633722214|145
824633722214|12128
824633722214|12199
893353198952|145
893353198952|9342
893353198952|12128
481036338540|9474
1168231105906|3055
1168231105906|9246
824633722234|145
824633722234|1985
824633722234|5301
824633722234|13658
824633722234|14171
824633722236|11663
824633722236|14235
1168231105923|145
1168231105923|2069
1168231105923|2785
893353198980|145
893353198980|1759
893353198980|2957
893353198980|6435
893353198980|12028
893353198989|145
893353198989|6622
962072675727|145
962072675727|7513
618475292054|145
618475292054|6046
618475292054|10028
618475292054|15390
618475292057|6407
618475292057|9334
1168231105959|1206
1168231105959|11338
1168231105959|14464
893353199017|145
893353199017|1174
1099511629227|145
1099511629227|14005
893353199025|1763
893353199025|2849
893353199025|2925
893353199025|3070
893353199025|6543
893353199025|6704
893353199025|7015
893353199032|1763
893353199032|2056
893353199032|2849
893353199032|3054
893353199032|3070
893353199032|5591
893353199032|6543
893353199032|7015
893353199032|7034
962072675769|294
962072675769|1763
962072675769|2005
962072675769|3070
962072675769|5196
962072675769|5871
962072675769|6543
962072675769|6704
962072675769|7015
481036338623|6947
481036338623|7871
481036338623|8795
481036338623|9078
481036338623|11910
962072675776|572
962072675776|6965
962072675776|7510
962072675776|8459
962072675776|8795
962072675776|9249
1168231105985|1532
1168231105985|2794
1168231105985|8795
1168231105985|9078
1168231105985|11738
893353199045|2049
893353199045|6107
893353199045|6947
893353199045|7871
893353199045|8037
481036338630|1204
481036338630|2802
481036338630|6947
481036338630|7871
481036338630|8795
481036338630|9241
481036338630|11910
893353199047|2049
893353199047|3079
893353199047|5200
893353199047|6107
893353199047|6743
893353199047|6947
893353199047|8037
962072675787|540
962072675787|810
962072675787|6153
962072675787|9428
962072675787|11598
1168231105997|540
1168231105997|1164
1168231105997|1194
1168231105997|10423
1168231105997|11598
1168231106000|283
1168231106000|540
1168231106000|810
1168231106000|2076
1168231106000|11382
1168231106000|12071
1168231106000|13014
893353199057|540
893353199057|5753
893353199057|7873
893353199057|11621
893353199057|13014
824633722329|1162
824633722329|5399
824633722329|11315
893353199072|6711
893353199072|11315
893353199073|783
893353199073|11315
1168231106020|1595
1168231106020|7221
1168231106020|9182
1168231106020|9201
1168231106022|196
1168231106022|1595
1168231106022|6071
1168231106022|6372
1168231106024|196
1168231106024|2092
1168231106024|6071
1168231106024|6372
1168231106024|11050
1168231106025|6372
1168231106025|7511
1168231106025|11115
1168231106030|798
1168231106030|11115
1168231106030|12081
1168231106033|1909
1168231106033|2837
1168231106033|2870
1168231106033|2920
1168231106033|5054
1168231106033|6945
1168231106033|7568
1168231106033|9262
1168231106033|12048
1168231106033|12345
1168231106033|13425
1168231106037|1934
1168231106037|2807
1168231106037|2977
1168231106037|3095
1168231106037|5674
1168231106037|6363
1168231106037|6945
1168231106037|7190
1168231106037|8082
1168231106037|8397
1168231106037|9262
1168231106037|9295
1168231106037|14681
1168231106039|2818
1168231106039|2850
1168231106039|5054
1168231106039|6945
1168231106039|7504
1168231106039|9262
1168231106039|9319
1168231106039|10481
1168231106039|12048
1168231106039|12345
1168231106039|14612
1099511629304|1998
1099511629304|2061
1099511629304|5674
1099511629304|6023
1099511629304|6406
1099511629304|9100
1099511629304|9152
1099511629304|11224
1099511629304|11743
1099511629304|12345
1099511629304|13425
1168231106044|1177
1168231106044|1759
1168231106044|1934
1168231106044|2793
1168231106044|2801
1168231106044|2977
1168231106044|4875
1168231106044|5674
1168231106044|6945
1168231106044|9152
1168231106044|9262
1168231106044|11587
1168231106044|12048
824633722368|2927
824633722368|2988
824633722368|10357
824633722368|10734
824633722368|12648
962072675844|1178
962072675844|2988
962072675844|8822
962072675844|10357
962072675844|10734
962072675844|14626
962072675846|1178
962072675846|2937
962072675846|2988
962072675846|6018
962072675846|9579
962072675846|10357
893353199115|1934
893353199115|2049
893353199115|5875
893353199115|9255
1099511629324|2049
1099511629324|9246
1099511629324|9255
1099511629324|11948
893353199117|1184
893353199117|1934
893353199117|7019
1030792152591|448
1030792152591|1934
1030792152591|2049
1030792152591|13196
1099511629329|448
1099511629329|2049
1099511629329|6361
1099511629329|9299
1030792152594|2049
1030792152594|3099
1030792152594|8079
1030792152594|13196
1168231106068|5094
1168231106068|5875
1168231106068|10750
1168231106068|11570
962072675866|1026
962072675866|1934
962072675866|2813
962072675866|9181
962072675866|10726
962072675867|1026
962072675867|1934
962072675867|2937
962072675867|5862
962072675867|6945
962072675867|9181
893353199135|1023
893353199135|2813
893353199135|5132
893353199135|6635
893353199135|8545
893353199135|12057
893353199141|1595
893353199141|2880
893353199141|7380
893353199141|9072
893353199141|9099
893353199141|11609
893353199142|1532
893353199142|1595
893353199142|7380
893353199142|9072
893353199142|9099
893353199142|9512
893353199142|11249
893353199142|11609
962072675879|1595
962072675879|2880
962072675879|5142
962072675879|8504
962072675879|9072
962072675879|11379
68719478312|580
68719478312|1595
68719478312|2077
68719478312|7625
68719478312|9216
1168231106089|1176
1168231106089|1532
1168231106089|5066
1168231106089|6444
1168231106089|6981
1168231106089|7380
1168231106089|9072
1168231106089|9099
1168231106089|11249
1168231106089|11609
1168231106092|1532
1168231106092|2001
1168231106092|2778
1168231106092|2832
1168231106092|2901
1168231106092|5112
1168231106092|6444
1168231106092|6981
1168231106092|9072
962072675885|1189
962072675885|9282
962072675885|11609
962072675885|13241
1168231106098|6406
1168231106098|13364
1168231106104|7119
824633722432|1984
824633722432|2077
824633722432|5292
824633722432|6501
824633722433|5292
824633722433|7015
824633722433|8180
824633722433|9380
824633722433|9627
824633722439|5601
824633722439|7015
824633722439|7542
824633722439|8180
824633722439|11552
1168231106125|1985
1168231106125|5140
1168231106125|5152
1168231106125|10267
962072675918|540
962072675918|2779
962072675918|6674
962072675918|7014
962072675918|10163
1168231106129|1985
1168231106129|5152
1168231106129|6530
1168231106129|10267
1168231106129|15526
1168231106131|1505
1168231106131|1985
1168231106131|5152
1168231106131|7505
893353199188|540
893353199188|2797
893353199188|2835
893353199188|5165
893353199188|9144
893353199188|14474
962072675925|540
962072675925|1995
962072675925|2797
962072675925|2835
962072675925|2838
962072675925|3076
962072675925|9144
68719478365|1689
68719478365|6996
68719478365|11528
68719478365|11698
68719478365|15728
68719478367|6376
68719478367|13019
68719478368|1689
68719478368|7602
68719478368|9580
68719478371|1689
68719478371|12035
68719478371|15103
68719478371|15458
1030792152680|1162
1030792152680|1672
1030792152680|7562
962072675945|795
962072675945|1162
962072675945|9179
618475292271|572
618475292271|1162
618475292271|9295
618475292271|14448
1168231106164|2887
1168231106164|9486
1168231106167|2950
1168231106168|5553
1099511629433|2093
1099511629433|3053
1099511629433|5457
1099511629433|11642
1168231106171|5553
1168231106171|12451
962072675968|1162
962072675968|1179
962072675968|5746
962072675968|5985
962072675968|7301
962072675968|9132
962072675968|9307
962072675968|11693
962072675968|12557
1099511629444|1162
1099511629444|2097
1099511629444|2839
1099511629444|3069
1099511629444|5133
1099511629444|7301
1099511629444|9132
1099511629444|12211
1099511629445|2097
1099511629445|3069
1099511629445|5133
1099511629445|7301
1099511629445|7406
1099511629445|7651
1099511629445|12211
1099511629445|12672
1099511629445|14355
962072675975|1179
962072675975|4966
962072675975|5746
962072675975|5985
962072675975|6433
962072675975|9307
962072675975|9326
962072675975|11693
962072675975|12024
962072675976|3043
962072675976|5746
962072675976|5985
962072675976|7301
962072675976|8214
962072675976|9276
962072675976|11254
962072675976|11693
962072675976|12299
962072675976|12557
1168231106185|1179
1168231106185|4966
1168231106185|5097
1168231106185|5113
1168231106185|5579
1168231106185|5985
1168231106185|6433
1168231106185|6449
1168231106185|7543
1099511629453|1162
1099511629453|5233
1099511629453|8181
1099511629453|9245
1099511629453|13696
1099511629453|14861
1099511629455|1162
1099511629455|1174
1099511629455|7532
1099511629455|11997
343597385360|577
343597385360|1162
343597385360|1677
343597385360|2050
343597385360|6881
343597385360|7505
343597385360|14861
1168231106194|1162
1168231106194|2097
1168231106194|6740
1168231106194|10809
1168231106194|14861
1099511629459|566
1099511629459|577
1099511629459|1677
1099511629459|2050
1099511629459|2951
1099511629459|6404
1099511629459|6881
1099511629459|7505
1099511629459|12182
1168231106199|777
1168231106199|1162
1168231106199|4844
1168231106199|6740
1168231106199|12179
1168231106199|14861
1168231106200|1162
1168231106200|2042
1168231106200|2097
1168231106200|9127
1168231106200|12034
1030792152730|445
1030792152730|9647
824633722524|10993
824633722525|445
824633722525|9271
824633722527|8906
824633722527|10993
481036338850|445
481036338850|2074
1030792152748|445
1030792152748|2878
1030792152749|1675
824633722547|6940
824633722547|10490
824633722547|11610
824633722547|13098
824633722548|1444
824633722548|1990
824633722548|2901
824633722548|3017
824633722548|6355
824633722550|1678
824633722550|10490
824633722550|11610
824633722550|13098
824633722550|14430
824633722559|418
824633722559|1444
824633722559|1990
824633722559|2014
824633722559|7407
824633722559|12103
824633722559|14609
755914245825|1616
755914245825|1990
755914245825|2061
755914245825|11247
755914245825|11344
755914245825|11610
755914245831|1444
755914245831|3095
755914245831|9061
755914245831|9159
755914245831|9346
755914245831|9681
755914245831|11987
824633722569|1444
824633722569|2799
824633722569|5077
824633722569|5162
824633722569|9159
824633722569|9324
824633722569|9346
824633722569|9681
755914245837|1614
755914245837|2806
755914245837|2887
755914245837|5185
755914245837|6990
755914245837|9035
755914245837|9375
755914245837|11987
1030792152782|1444
1030792152782|2799
1030792152782|2840
1030792152782|5162
1030792152782|6991
1030792152782|9143
1030792152782|9159
1030792152782|9324
1030792152782|9346
1030792152782|11319
824633722575|1614
824633722575|5185
824633722575|6990
824633722575|7910
824633722575|9362
824633722575|10037
824633722575|11987
824633722575|14423
755914245840|1444
755914245840|3077
755914245840|5057
755914245840|5161
755914245840|5165
755914245840|9061
755914245840|9681
1030792152786|469
1030792152786|1614
1030792152786|4844
1030792152786|5185
1030792152786|6990
1030792152786|9035
1030792152786|9375
1030792152786|11724
1030792152786|12357
1030792152788|2892
1030792152788|2992
1030792152788|5185
1030792152788|6990
1030792152788|9035
1030792152788|9292
1030792152788|11987
1030792152788|12012
1168231106263|2998
687194769120|1750
687194769120|2084
1168231106275|13304
1099511629544|1750
1099511629544|2814
1030792152809|1750
1030792152809|11250
1168231106283|1750
1168231106283|12427
962072676076|4878
755914245871|1750
755914245871|12042
1168231106289|7562
1168231106290|13703
893353199348|11625
1168231106317|7003
893353199376|1750
893353199376|5100
1030792152859|1750
1030792152859|5193
1030792152860|1750
1030792152860|5193
1030792152860|7572
1168231106344|472
1168231106344|1750
824633722670|1750
824633722670|8493
1030792152884|1750
1030792152884|9474
274877908799|1021
274877908799|1162
274877908799|6071
274877908799|6799
274877908799|9051
274877908799|9172
274877908799|9255
1168231106371|2116
1168231106371|5112
1168231106371|6071
1168231106371|6799
1168231106371|7144
1168231106371|9172
1168231106371|9255
1168231106371|12033
1030792152900|281
1030792152900|1021
1030792152900|2802
1030792152900|5089
1030792152900|6071
1030792152900|9072
1030792152900|11458
1030792152901|584
1030792152901|1162
1030792152901|6071
1030792152901|6799
1030792152901|7187
1030792152901|8257
1030792152901|9172
1030792152901|11415
1030792152902|281
1030792152902|1021
1030792152902|1162
1030792152902|2802
1030792152902|2830
1030792152902|5007
1030792152902|8806
1030792152903|138
1030792152903|584
1030792152903|2941
1030792152903|6071
1030792152903|6799
1030792152903|6942
1030792152903|9172
1030792152903|11634
1168231106385|441
1168231106385|794
1168231106385|9166
1168231106385|9297
1168231106387|6113
1168231106387|9131
1168231106387|9166
1168231106388|2965
1168231106388|6113
1168231106388|14793
1099511629657|193
1099511629657|2992
1099511629657|4941
1099511629657|9202
1099511629657|9463
1030792152922|3106
1030792152922|5163
1030792152922|6060
1030792152922|9265
1099511629661|2910
1099511629661|7566
1099511629661|9463
1099511629661|12418
755914245982|6679
755914245982|7245
755914245982|9172
755914245982|9265
755914245982|12027
1099511629663|193
1099511629663|1025
1099511629663|2049
1099511629663|2992
1099511629663|4941
1099511629663|6987
1099511629663|9202
412316862305|193
412316862305|6679
412316862305|7031
412316862305|9111
412316862305|9202
412316862305|9265
412316862305|10725
1030792152935|3075
1030792152935|5021
1030792152935|5188
1030792152935|11675
1099511629675|5118
1099511629675|11717
1099511629675|12014
1099511629675|12539
1099511629675|12541
1030792152940|1548
1030792152940|6999
1030792152940|11675
755914246002|12304
755914246002|12584
1030792152949|3111
1030792152949|5209
1030792152949|8464
1099511629694|1194
1099511629694|2801
1099511629694|5190
1099511629694|6373
1099511629694|8247
1099511629694|9326
1099511629694|15450
618475292549|796
618475292549|1194
618475292549|2870
618475292549|3047
618475292549|4845
618475292549|8786
618475292549|9044
618475292549|9266
1168231106442|1162
1168231106442|2023
1168231106442|2793
1168231106442|5198
1168231106442|5325
1168231106442|6528
1168231106442|9236
1168231106442|11525
1168231106442|12260
1030792152973|138
1030792152973|5104
1030792152973|6403
1030792152973|6528
1030792152973|14086
687194769294|1162
687194769294|2793
687194769294|5168
687194769294|5925
687194769294|6528
687194769294|6767
687194769294|9259
687194769294|9317
687194769294|11473
962072676243|540
962072676243|2070
962072676243|2927
962072676243|2968
962072676243|2990
962072676243|12943
1099511629718|540
1099511629718|2088
1099511629718|2094
1099511629718|2927
1099511629718|2990
1099511629718|7018
1168231106455|2094
1168231106455|2927
1168231106455|2990
1168231106455|5119
1168231106455|5186
1168231106455|7018
1168231106455|9085
962072676252|540
962072676252|2927
962072676252|2968
962072676252|6355
962072676252|6438
962072676252|7226
962072676252|12943
824633722786|193
824633722786|2048
824633722786|2984
824633722786|9184
824633722786|12013
824633722786|12769
1030792152995|4941
1030792152995|6400
1030792152995|9106
1030792152995|11691
618475292581|277
618475292581|581
618475292581|5094
618475292581|7017
618475292581|9184
618475292581|11691
687194769325|281
687194769325|9272
687194769327|6404
687194769327|11287
1168231106482|193
1168231106482|790
1168231106482|7794
893353199540|281
893353199540|9054
893353199540|9272
1030792153013|5016
1030792153013|6404
1030792153013|11287
1168231106489|1929
1168231106489|6552
1168231106490|1189
1168231106490|1929
1168231106491|1929
1168231106491|15313
1168231106493|1189
1168231106493|9104
1168231106494|1929
1168231106494|14156
1168231106496|8241
1099511629763|2914
1099511629763|6054
1099511629763|9291
1099511629763|9748
1099511629763|10862
1099511629765|1985
1099511629765|2881
1099511629765|2914
1099511629765|6054
1099511629765|9291
1099511629765|9748
1099511629765|11808
1099511629767|586
1099511629767|1985
1099511629767|2914
1099511629767|5096
1099511629767|5656
1099511629767|6054
1099511629767|9122
1099511629767|9291
1168231106505|5177
1168231106505|6054
1168231106505|9147
1168231106505|9291
1168231106505|9748
1168231106505|14717
1168231106508|1985
1168231106508|2881
1168231106508|3077
1168231106508|5484
1168231106508|6054
1168231106508|6659
1168231106508|7674
1168231106508|9748
1168231106508|11808
1099511629773|1985
1099511629773|2881
1099511629773|2914
1099511629773|2954
1099511629773|6054
1099511629773|7609
1099511629773|8530
1099511629773|9246
1099511629773|9748
1168231106512|143
1168231106512|596
1168231106512|7080
1168231106512|8480
824633722833|193
824633722833|596
824633722833|785
824633722833|2987
824633722833|3012
824633722833|9033
1030792153044|193
1030792153044|596
1030792153044|785
1030792153044|2891
1030792153044|8522
1030792153044|9033
1030792153044|12119
893353199576|572
893353199576|2067
893353199576|2987
893353199576|5070
687194769370|783
687194769370|1986
687194769370|4845
687194769370|5159
687194769370|9149
687194769370|11512
687194769370|12261
687194769370|15812
687194769372|783
687194769372|2787
687194769372|4845
687194769372|5159
687194769372|9149
687194769372|9175
687194769372|12261
687194769372|12464
687194769372|13361
687194769372|15812
1030792153053|472
1030792153053|2103
1030792153053|5159
1030792153053|6360
1030792153053|8342
1030792153053|9149
1030792153053|9175
1030792153053|12464
1030792153053|12691
1030792153053|15812
1030792153059|2114
1030792153059|5096
1030792153059|9033
1030792153059|9144
1030792153059|9149
1030792153059|11767
1099511629799|2423
1099511629799|2944
962072676328|2423
962072676328|11687
1099511629806|140
1099511629806|2423
1030792153071|2423
1030792153071|3044
824633722864|10115
1030792153076|1186
1030792153076|1930
1030792153076|4845
1030792153076|6951
1030792153080|1186
1030792153080|1670
1030792153080|4845
1030792153080|9104
1030792153080|9634
1030792153080|15146
962072676352|4845
962072676352|6184
962072676352|8512
962072676352|14484
962072676353|5194
962072676353|7594
962072676353|8512
962072676353|14484
962072676355|294
962072676355|6993
962072676355|8512
962072676355|14484
755914246154|3012
755914246154|5102
755914246154|9176
1030792153099|2895
1030792153099|4845
1030792153099|5102
1030792153099|12301
755914246162|5100
755914246162|9176
755914246162|12175
274877909011|1671
274877909011|2060
274877909011|5811
274877909011|8493
274877909029|5122
274877909029|9356
1168231106598|2945
1168231106598|5122
1030792153135|2981
1030792153135|5136
1030792153135|8655
1030792153138|5136
1030792153138|6736
1030792153138|7565
1030792153142|2981
1030792153142|5440
1030792153142|14720
1030792153143|2981
1030792153143|7788
1030792153143|8444
1030792153143|8655
274877909050|5102
274877909050|5133
274877909050|9485
274877909050|10541
274877909055|1162
274877909055|2096
274877909055|2950
274877909055|10541
1099511629889|149
1099511629889|458
1099511629889|5102
1099511629889|6425
1030792153159|6002
1030792153159|6392
1030792153159|6739
1030792153159|6991
1030792153159|7601
1030792153162|1909
1030792153162|1996
1030792153162|2929
1030792153162|4845
1030792153162|6002
1030792153162|6981
1168231106636|1909
1168231106636|1996
1168231106636|2929
1168231106636|4845
1168231106636|5147
1168231106636|6002
1168231106636|6402
1168231106636|6981
1168231106636|12034
1168231106638|2100
1168231106638|4845
1168231106638|6981
1168231106638|7907
1168231106638|11288
1168231106638|11376
687194769490|798
687194769490|2056
687194769490|3028
687194769490|4845
687194769490|9291
687194769490|9919
687194769490|11794
893353199700|3028
893353199700|3079
893353199700|4845
893353199700|6389
893353199700|9291
893353199700|9672
893353199700|9919
893353199700|11258
1168231106647|798
1168231106647|3028
1168231106647|9102
1168231106647|9291
1168231106647|9919
1168231106647|10110
1168231106647|11377
1168231106647|11576
1168231106647|11794
1168231106649|798
1168231106649|3028
1168231106649|4845
1168231106649|11557
1168231106649|12170
1168231106649|14325
1168231106650|798
1168231106650|3028
1168231106650|4845
1168231106650|9281
1168231106650|11557
1168231106650|12116
1168231106650|12170
1168231106650|12303
962072676444|206
962072676444|3028
962072676444|6389
962072676444|9352
962072676444|9628
962072676444|9672
962072676444|11258
962072676444|11698
687194769504|193
687194769504|2066
687194769504|3037
687194769504|6030
687194769504|6733
687194769504|10848
687194769504|11593
1030792153192|193
1030792153192|1190
1030792153192|2066
1030792153192|3037
1030792153192|3040
1030792153192|6435
1030792153192|7524
1030792153192|11593
755914246258|5120
755914246260|794
206158432379|193
206158432379|6388
206158432379|7001
206158432379|11748
206158432381|2784
206158432381|10454
206158432381|11748
206158432382|973
206158432382|2863
206158432382|10454
206158432383|2784
206158432383|5055
206158432383|9099
206158432383|10454
206158432383|11748
824633723015|2012
824633723015|9249
824633723015|11598
824633723015|12433
1030792153226|1206
1030792153226|2012
1030792153226|2423
1030792153226|2922
1030792153226|10915
1030792153226|12433
962072676491|2012
962072676491|7023
962072676491|9147
962072676491|12433
1099511629964|566
1099511629964|2012
1099511629964|9036
1099511629964|10915
1099511629964|11651
1030792153233|2025
1030792153233|2044
1030792153233|3025
1030792153233|4845
1030792153233|7575
1030792153233|8564
1030792153233|8760
1030792153233|9126
1030792153233|13631
893353199766|784
893353199766|2025
893353199766|4845
893353199766|6431
893353199766|7575
893353199766|8450
893353199766|11378
893353199766|14766
1030792153243|2066
1030792153243|2121
1030792153243|4845
1030792153243|5955
1030792153243|6435
1030792153243|7507
1030792153243|8913
1030792153243|9170
1030792153243|11541
1030792153243|14146
1030792153244|796
1030792153244|1202
1030792153244|2052
1030792153244|2089
1030792153244|4845
1030792153244|9299
1030792153244|11541
1030792153244|14146
1168231106720|2066
1168231106720|2992
1168231106720|4845
1168231106720|5955
1168231106720|6435
1168231106720|7505
1168231106720|7507
1168231106720|8271
1168231106720|8474
1168231106720|8953
