:START_ID(Comment)|:END_ID(Person)
1168231105027|8796093023614
1168231105028|24189255811081
1168231105030|24189255811081
1168231105031|4398046512803
1168231105032|2199023255557
549755814409|17592186045577
481036337674|10995116278996
1030792151563|26388279068209
1168231105036|19791209300150
1168231105037|6597069767706
1030792151567|30786325577795
893353198096|26388279067210
962072674833|10995116277782
1030792151570|6597069767381
893353198099|26388279067210
1099511628308|32985348834358
1168231105045|37383395344878
1030792151574|10995116277782
893353198104|26388279067210
893353198105|13194139533439
549755814426|10995116279024
1099511628315|32985348834358
1099511628316|35184372089264
1168231105053|37383395344878
1168231105054|8796093023614
687194767903|1628
1168231105057|6597069767706
893353198114|6597069767381
1168231105059|37383395344878
893353198116|17592186045577
1099511628325|32985348834358
1168231105062|28587302323340
893353198119|13194139534228
893353198120|26388279067210
755914244650|8796093023614
687194767915|17592186045577
824633721388|1640
1099511628333|35184372089264
1099511628334|32985348834072
1030792151599|19791209300150
687194767920|15393162789357
1099511628337|32985348834358
1030792151603|2199023255557
1099511628340|19791209301531
1099511628341|32985348834358
1030792151606|30786325577795
1168231105079|24189255811081
1099511628344|1628
1099511628345|10995116277782
1030792151610|19791209300150
755914244668|8796093023614
893353198141|26388279067210
755914244670|10995116279024
755914244671|1628
755914244672|10995116279024
824633721409|1640
824633721410|1640
893353198147|26388279067210
893353198149|26388279067210
1168231105094|37383395344878
1099511628359|32985348834358
755914244680|8796093023614
1168231105097|28587302323340
1030792151626|30786325577795
687194767947|15393162789357
893353198156|6597069767381
893353198158|13194139533439
1030792151631|26388279068209
1099511628368|32985348834358
1099511628369|30786325577795
962072674898|4398046512803
1168231105107|37383395344878
1168231105108|37383395344878
687194767957|1628
1030792151639|28587302322562
1168231105112|28587302322180
1168231105113|28587302322180
1168231105114|30786325577990
1168231105115|28587302322562
1168231105116|28587302322180
1030792151645|28587302322562
1168231105118|28587302322180
1099511628383|1204
1168231105120|30786325577990
1168231105121|28587302322562
1168231105122|30786325577990
1030792151652|28587302322562
1168231105125|30786325577990
1168231105126|28587302322562
1168231105127|28587302322180
1099511628392|1204
1168231105129|1204
1168231105130|30786325577990
1168231105131|28587302322562
1168231105132|28587302322562
1168231105133|30786325577990
1168231105134|1204
1168231105136|28587302322180
1030792151665|28587302322562
1168231105794|4398046512360
1168231105795|28587302323557
755914245384|15393162790399
824633722121|26388279068275
755914245386|19791209300225
1168231105803|13194139533743
1099511629068|35184372090060
755914245389|4398046512103
1099511629071|19791209300150
962072675600|4398046512195
962072675601|4398046512103
824633722130|24189255812099
1168231105811|35184372089798
1168231105812|15393162790399
893353198870|28587302323557
1168231105815|13194139533743
1099511629080|35184372090060
962072675609|4398046512195
893353198874|21990232556052
1099511629083|19791209300150
412316861725|4398046512103
1099511629086|2199023257093
893353198879|21990232556666
481036338464|15393162790399
1168231105825|35184372089798
962072675618|17592186045364
481036338468|15393162790399
824633722149|24189255812099
343597384998|4398046511181
1168231105831|37383395344590
1030792152360|13194139534507
343597385001|4398046511181
618475291947|19791209300225
1168231105836|13194139533743
893353198893|28587302323389
893353198894|4398046512103
962072675631|28587302323003
893353198896|28587302323557
1099511629106|35184372090060
1168231105843|13194139533743
1168231105844|37383395344590
1099511629109|4398046512195
1099511629110|35184372090060
1168231105847|15393162790399
1099511629113|28587302323003
1168231105850|13194139533743
1168231105851|35184372089798
1099511629116|15393162790399
1168231105853|2199023257093
1099511629118|21990232556666
893353198912|28587302323557
1168231105857|13194139533743
343597385026|4398046512103
962072675651|17592186045364
1168231105860|35184372089798
962072675653|30786325578300
962072675655|30786325578300
1099511629128|2199023257093
1168231105865|13194139533743
962072675658|28587302323389
1168231105867|13194139533743
481036338508|15393162790399
1168231105870|13194139533743
1099511629135|1204
1168231105872|26388279068275
1099511629137|19791209300225
1168231105874|24189255812099
1168231105875|13194139533743
962072675669|28587302323003
962072675670|13194139534942
1099511629143|35184372090060
1099511629144|19791209300150
962072675673|1204
962072675674|1204
1168231105884|17592186045364
1168231105885|2199023257093
1168231105886|21990232556666
1168231105887|28587302323389
1168231105888|15393162790399
1168231105889|1204
1168231105891|35184372089798
962072675684|4398046512195
481036338533|4398046512103
824633722214|13194139534942
962072675687|17592186045364
893353198952|28587302323389
618475292010|19791209300225
1099511629163|35184372090060
481036338540|15393162790399
206158431597|4398046511181
962072675694|30786325578300
893353198959|21990232556666
1099511629169|35184372090060
1168231105906|37383395344590
962072675699|30786325578300
962072675700|30786325578300
1168231105909|28587302323557
893353198966|28587302323389
1168231105912|13194139533743
1168231105913|13194139533743
824633722234|26388279068275
893353198971|28587302323557
824633722236|24189255812099
618475292029|19791209300225
824633722239|13194139534942
893353198976|21990232556666
1099511629185|19791209300150
1099511629186|35184372090060
1168231105923|37383395344590
893353198980|21990232556052
1168231105926|4398046512103
1168231105927|35184372090060
1168231105928|13194139534507
1168231105929|4398046512195
1168231105930|13194139534942
1168231105931|35184372089798
893353198989|21990232556052
893353198990|15393162790399
962072675727|30786325578300
962072675728|28587302323389
893353198993|28587302323557
962072675730|30786325578300
962072675732|17592186045364
481036338581|4398046511181
618475292054|19791209300225
1099511629207|2199023257093
1168231105944|13194139533743
618475292057|4398046512103
824633722267|26388279068275
1168231105948|13194139533743
893353199005|21990232556052
893353199006|28587302323557
1099511629215|19791209300150
824633722272|26388279068275
1099511629218|2199023257093
1030792152483|21990232556052
1168231105956|37383395344590
1030792152485|1204
1030792152486|28587302323389
1168231105959|35184372089798
893353199017|28587302323389
962072675754|17592186045364
1099511629227|35184372090060
962072675756|30786325578300
893353199021|28587302323389
1099511629230|2199023257093
893353199024|28587302323389
893353199025|21990232556052
824633722290|24189255811917
893353199027|15393162790399
962072675764|17592186045364
893353199029|24189255812099
962072675766|17592186045364
824633722295|15393162790399
893353199032|24189255812099
962072675769|4398046512195
893353199034|21990232556052
1099511629243|19791209300150
1099511629245|2199023257093
481036338622|15393162790399
481036338623|15393162790399
962072675776|30786325578300
1168231105985|35184372089798
1099511629250|2199023257093
1099511629251|19791209300150
1168231105988|4398046512195
893353199045|21990232556666
481036338630|4398046512103
893353199047|28587302323389
1168231105992|35184372089798
1099511629258|19791209300150
962072675787|30786325578300
962072675788|15393162790399
1168231105997|13194139533743
962072675790|28587302323003
893353199055|28587302323389
1168231106000|35184372089798
893353199057|28587302323389
1168231106002|26388279068275
1168231106003|13194139534507
962072675796|28587302323003
1099511629269|19791209300150
893353199063|28587302323557
962072675800|28587302323003
824633722329|13194139534942
1168231106010|13194139533743
824633722331|4398046512103
824633722332|26388279068275
824633722333|24189255812099
893353199070|21990232556052
962072675807|28587302323003
893353199072|28587302323557
893353199073|28587302323389
962072675810|4398046512195
1168231106020|13194139533743
962072675813|30786325578300
1168231106022|35184372089798
1168231106023|26388279068275
1168231106024|24189255812099
1168231106025|35184372089798
1168231106026|21990232556666
1168231106027|21990232556052
1168231106028|13194139534942
1168231106029|28587302323003
1168231106030|19791209300150
1168231106031|2199023257093
1168231106033|13194139533743
824633722354|19791209300225
1168231106035|19791209300225
824633722356|24189255812099
1168231106037|13194139533743
1030792152566|13194139534507
1168231106039|13194139534507
1099511629304|19791209300150
1168231106041|24189255812099
1099511629306|19791209300150
1168231106043|13194139534507
1168231106044|35184372089798
1168231106046|37383395344590
1099511629311|35184372090060
824633722368|24189255812099
824633722369|15393162790399
824633722370|13194139534942
1099511629315|19791209300150
962072675844|28587302323003
824633722373|4398046512103
962072675846|21990232556052
1099511629319|19791209300150
962072675848|28587302323003
962072675849|4398046512195
893353199115|21990232556052
1099511629324|2199023257093
893353199117|21990232556666
893353199118|21990232556666
1030792152591|13194139534507
1030792152592|1204
1099511629329|35184372090060
1030792152594|28587302323557
893353199123|15393162790399
1168231106068|35184372089798
1099511629333|4398046512103
1168231106070|35184372089798
1099511629336|19791209300150
962072675865|30786325578300
962072675866|17592186045364
962072675867|28587302323003
1030792152604|13194139534507
962072675869|26388279068275
1168231106078|13194139533743
893353199135|21990232556052
1099511629344|19791209300150
1168231106081|13194139533743
1570|1204
1030792152611|13194139534507
893353199141|21990232556052
893353199142|19791209300225
962072675879|4398046512195
68719478312|1204
1168231106089|35184372089798
893353199146|24189255812099
1168231106091|37383395344590
1168231106092|4398046512103
962072675885|4398046512195
1168231106094|19791209300150
1168231106095|19791209300225
1099511629360|19791209300150
1168231106098|37383395344590
893353199155|28587302323557
1168231106100|37383395344590
1168231106101|1204
1099511629366|2199023257093
1168231106103|4398046512195
1168231106104|26388279068275
893353199161|28587302323557
1168231106106|37383395344590
962072675899|17592186045364
1168231106108|28587302323557
1168231106109|13194139534942
1030792152639|13194139534507
824633722432|1204
824633722433|15393162790399
893353199170|28587302323557
962072675907|17592186045364
893353199172|21990232556052
962072675909|17592186045364
893353199174|21990232556666
824633722439|1204
824633722440|13194139534942
1099511629385|2199023257093
824633722442|4398046512103
962072675916|17592186045364
1168231106125|13194139533743
962072675918|30786325578300
618475292239|19791209300225
1168231106128|13194139533743
1168231106129|17592186045364
962072675922|15393162790399
1168231106131|13194139534507
893353199188|21990232556052
962072675925|28587302323003
1099511629398|19791209300150
893353199191|4398046512103
68719478361|1204
68719478362|1204
68719478363|1204
68719478364|1204
68719478365|1204
68719478366|1204
68719478367|1204
68719478368|1204
68719478369|1204
68719478370|1204
68719478371|1204
68719478372|1204
893353199206|28587302323557
618475292263|19791209300225
1030792152680|13194139534507
962072675945|30786325578300
893353199210|28587302323557
962072675947|1204
1030792152684|21990232556666
274877908589|4398046511181
1099511629422|35184372090060
618475292271|19791209300225
962072675952|17592186045364
962072675953|4398046512195
824633722483|13194139534942
1168231106164|37383395344590
824633722485|24189255811917
1168231106166|13194139534507
1168231106167|13194139533743
1168231106168|28587302323389
1099511629433|2199023257093
1099511629434|35184372090060
1168231106171|21990232556052
1099511629436|21990232556666
1168231106173|28587302323003
1168231106174|26388279068275
962072675968|17592186045364
1168231106177|13194139533743
962072675970|17592186045364
962072675971|21990232556052
1099511629444|2199023257093
1099511629445|28587302323389
1099511629446|2199023257093
962072675975|19791209300225
962072675976|28587302323003
1168231106185|13194139533743
1099511629450|1204
1099511629451|15393162790399
1099511629453|2199023257093
824633722510|13194139534942
1099511629455|19791209300225
343597385360|4398046512103
1099511629457|28587302323389
1168231106194|37383395344590
1099511629459|35184372090060
343597385364|1204
893353199253|21990232556666
1099511629462|13194139534942
1168231106199|21990232556666
1168231106200|28587302323003
1030792152730|28587302322311
1030792152731|10995116279024
824633722524|1204
824633722525|10995116279024
1030792152734|4398046511989
824633722527|4398046512405
824633722528|4398046512405
481036338850|1204
755914245795|4398046511989
1030792152740|28587302322311
824633722533|10995116279024
755914245798|4398046511989
274877908647|4398046512405
755914245800|4398046511989
755914245802|4398046511989
824633722539|10995116279024
1030792152748|28587302322311
1030792152749|28587302322311
824633722542|10995116279024
1030792152751|4398046511989
1030792152752|28587302322311
755914245810|4398046512405
824633722547|10995116279024
824633722548|10995116279024
824633722549|1204
824633722550|4398046512405
824633722551|4398046512405
824633722552|1204
824633722553|4398046511989
755914245818|4398046512405
824633722555|4398046511989
824633722556|10995116279024
755914245821|4398046512405
824633722558|4398046511989
824633722559|10995116279024
1030792152768|28587302322311
755914245825|4398046511989
824633722562|1204
824633722564|10995116279024
755914245829|1204
824633722566|10995116279024
755914245831|4398046512405
755914245832|4398046511989
824633722569|10995116279024
755914245834|4398046511989
824633722571|1204
755914245836|1204
755914245837|4398046512405
1030792152782|28587302322311
824633722575|10995116279024
755914245840|4398046512405
824633722577|10995116279024
1030792152786|28587302322311
824633722579|10995116279024
1030792152788|1204
1030792152790|28587302323752
1168231106263|21990232555847
824633722585|19791209300926
687194769114|21990232556635
1099511629532|35184372089633
274877908701|8796093022948
1168231106271|37383395346041
687194769120|983
618475292386|17592186044846
1168231106275|35184372088985
687194769125|8796093023077
687194769126|2199023255851
1099511629544|21990232556130
1030792152809|30786325578671
1168231106283|2199023256904
962072676076|17592186044846
962072676078|24189255812167
755914245871|8796093023864
1168231106289|21990232555847
1168231106290|8796093022948
893353199348|8796093022948
893353199349|8796093023864
1099511629559|21990232556130
1030792152824|28587302323752
824633722618|19791209300227
687194769147|4398046512629
1099511629565|32985348834010
1099511629566|32985348834010
1099511629568|21990232556130
1030792152833|28587302323752
1030792152835|30786325579234
893353199364|8796093023876
1030792152838|8796093023613
1030792152839|2199023255790
1168231106313|26388279066876
549755815690|756
962072676108|21990232556301
1168231106317|26388279066876
893353199375|8796093023864
893353199376|6597069767176
1030792152850|30786325578070
1030792152851|910
1099511629589|21990232556130
1099511629590|32985348834010
1168231106328|28587302323557
755914245913|17592186045848
1030792152859|4398046511568
1030792152860|4398046512405
1030792152862|2199023255869
1030792152863|6597069767722
755914245921|6597069767176
1030792152866|19791209301603
1030792152868|1223
1168231106341|37383395345429
1030792152871|30786325578070
1168231106344|28587302323557
1168231106346|773
1168231106347|26388279066876
1099511629613|35184372089633
824633722670|19791209300227
206158432048|1251
206158432049|756
1168231106355|35184372088850
1030792152884|28587302323752
824633722678|2199023255869
549755815735|2199023255851
1168231106361|35184372088985
1030792152890|28587302323752
824633722684|19791209300227
1168231106365|37383395345429
274877908799|756
1168231106368|32985348834507
1030792152897|17592186044645
687194769218|983
1168231106371|35184372088985
1030792152900|30786325577795
1030792152901|30786325579234
1030792152902|30786325578070
1030792152903|21990232556792
1099511629640|21990232556130
1030792152905|26388279066773
1168231106379|21990232555847
824633722700|19791209301454
1099511629645|32985348834010
824633722702|19791209301454
1099511629647|35184372089633
1168231106384|35184372088985
1168231106385|28587302323557
1099511629650|35184372088972
1168231106387|30786325578671
1168231106388|17592186044846
1168231106389|2199023255869
824633722711|19791209300227
1099511629656|35184372088972
1099511629657|32985348833585
1030792152922|4398046511568
1168231106395|2199023256904
1168231106396|26388279066876
1099511629661|35184372088972
755914245982|6597069767176
1099511629663|21990232556301
1168231106400|30786325578253
412316862305|8796093023077
1030792152931|17592186044645
1099511629668|32985348833585
412316862309|6597069767722
1030792152934|28587302323752
1030792152935|910
1099511629672|32985348834010
343597385577|8796093023613
1099511629674|21990232556130
1099511629675|35184372089633
1030792152940|30786325578671
1099511629677|21990232556130
1168231106415|35184372088985
755914246000|6597069767176
687194769265|4398046512629
755914246002|6597069767176
1099511629683|32985348833585
755914246004|6597069767176
1030792152949|17592186044645
1030792152950|30786325578070
824633722743|19791209301454
1030792152952|30786325578671
687194769273|8796093023876
824633722747|2199023255869
1099511629692|32985348833585
755914246013|8796093023864
1099511629694|32985348833585
1168231106431|2199023256904
755914246016|6597069767176
1099511629697|6597069767176
618475292546|17592186044846
1168231106435|32985348833375
1099511629700|30786325578070
618475292549|15393162789466
1030792152967|4398046511568
824633722760|19791209301454
274877908873|8796093022948
1168231106442|35184372088850
1168231106443|32985348834010
1168231106444|21990232555847
1030792152973|28587302323752
687194769294|8796093023876
1168231106447|35184372088985
687194769296|983
1168231106449|30786325578253
962072676243|8796093023876
1030792152980|26388279066773
1099511629717|21990232556130
1099511629718|35184372089633
1168231106455|26388279066876
962072676248|8796093023077
1099511629721|32985348834010
962072676250|756
1099511629723|32985348833585
962072676252|8796093023864
962072676253|15393162789544
1168231106463|2199023256904
1099511629728|35184372088972
1168231106465|30786325578253
824633722786|19791209301454
1030792152995|30786325578671
1099511629732|21990232556130
618475292581|15393162789466
893353199526|2199023255790
824633722791|15393162789544
1099511629736|35184372089633
1168231106473|4398046512803
1030792153003|26388279066773
618475292588|15393162789544
687194769325|4398046512629
1168231106478|4398046512803
687194769327|4398046512629
687194769328|4398046512629
687194769329|4398046512405
1168231106482|35184372088985
824633722803|19791209300227
893353199540|26388279067204
1030792153013|26388279066773
1030792153015|21990232556301
1030792153016|2199023255851
1168231106489|28587302323557
1168231106490|26388279067204
1168231106491|8796093023864
1168231106492|2199023255790
1168231106493|756
1168231106494|19791209301454
1168231106495|8796093023864
1168231106496|30786325578253
1168231106497|15393162789466
1099511629763|35184372088972
1030792153028|4398046511568
1099511629765|983
1030792153030|30786325578070
1099511629767|910
1099511629768|21990232556635
1168231106505|21990232555847
1099511629770|21990232556130
1099511629771|26388279066773
1168231106508|30786325578253
1099511629773|30786325578070
1030792153039|19791209301603
1168231106512|37383395345429
824633722833|19791209300227
1168231106514|17592186044846
1168231106515|24189255812167
1030792153044|1223
618475292629|15393162789544
1030792153046|30786325579234
1168231106519|17592186045848
893353199576|26388279067204
687194769370|21990232556635
1030792153051|30786325578070
687194769372|6597069767722
1030792153053|30786325578671
1168231106526|21990232555847
1030792153055|910
687194769376|983
1030792153057|28587302323752
1030792153058|8796093022948
1030792153059|19791209300227
1030792153060|19791209301603
549755815910|4398046512405
1099511629799|35184372088972
962072676328|24189255812167
1030792153065|1223
1099511629802|910
1168231106539|37383395345429
1168231106540|37383395345429
1030792153069|30786325579234
1099511629806|35184372088972
1030792153071|1223
824633722864|19791209300926
274877908978|8796093022948
1030792153075|30786325578671
1030792153076|26388279066773
1030792153077|15393162789466
1030792153078|30786325578070
1030792153079|26388279067204
1030792153080|30786325578671
1030792153081|1223
1168231106554|21990232555847
1030792153083|15393162789466
1099511629820|35184372088972
618475292670|15393162789466
412316862463|8796093023077
962072676352|24189255812167
962072676353|17592186045041
1168231106562|773
962072676355|8796093023613
962072676356|8796093023876
962072676357|24189255812167
962072676358|15393162789544
1168231106567|32985348834507
962072676360|2199023255851
755914246154|17592186045848
1030792153099|19791209301603
687194769420|983
755914246157|4398046512629
1030792153102|8796093022948
274877909007|8796093022948
1030792153104|2199023255851
824633722897|2199023255869
755914246162|8796093022948
274877909011|2199023255851
1099511629844|21990232556130
412316862486|8796093023077
1099511629847|32985348833585
1030792153112|910
1030792153113|30786325579234
824633722906|2199023255869
1168231106587|32985348833375
1168231106588|35184372088985
755914246173|8796093023864
1168231106590|32985348833375
412316862495|8796093023077
824633722912|19791209300926
1099511629858|32985348834010
687194769443|983
412316862500|6597069767722
274877909029|8796093022948
1168231106598|35184372088850
824633722919|19791209301454
1168231106600|35184372088972
1168231106601|30786325578253
755914246186|17592186045848
1030792153131|30786325578070
1030792153132|28587302323752
1030792153134|30786325578671
1030792153135|30786325578070
1030792153136|30786325579234
1030792153137|8796093023077
1030792153138|21990232556635
1030792153139|910
1030792153140|17592186045848
1030792153141|2199023255851
1030792153142|24189255812167
1030792153143|8796093023864
1030792153144|4398046511568
274877909050|2199023255851
962072676411|24189255812167
1030792153148|30786325577795
1030792153149|26388279066773
824633722942|19791209301454
274877909055|2199023255851
274877909056|4398046512405
1099511629889|32985348833585
1099511629890|28587302323752
1099511629891|21990232556792
1030792153156|30786325577795
1030792153158|30786325578070
1030792153159|30786325578671
1030792153160|15393162789466
1030792153161|30786325577795
1030792153162|1223
1099511629899|21990232556130
1168231106636|4398046512803
1168231106637|8796093022948
1168231106638|35184372088985
1168231106639|28587302323557
1168231106640|2199023256904
687194769490|8796093023876
1030792153171|4398046511568
893353199700|2199023255790
1099511629909|35184372088972
1168231106646|30786325578253
1168231106647|35184372088985
1168231106648|8796093023077
1168231106649|35184372088985
1168231106650|32985348833375
1168231106651|756
962072676444|24189255812167
1168231106654|32985348834507
962072676447|24189255812167
687194769504|21990232556635
1168231106657|2199023256904
1168231106658|773
962072676451|21990232556301
1168231106660|773
1168231106661|28587302323557
687194769510|21990232556635
1168231106663|35184372088850
1030792153192|17592186044645
1030792153194|30786325578671
962072676459|24189255812167
549755816044|8796093022948
755914246253|6597069767176
1099511629934|35184372088972
618475292783|17592186044846
549755816048|1251
1168231106673|21990232555847
755914246258|8796093023864
824633722995|19791209300227
755914246260|8796093023876
206158432374|756
206158432375|1251
206158432376|2199023255851
206158432377|756
206158432378|1251
206158432379|1251
206158432380|1251
206158432381|2199023255851
206158432382|1251
206158432383|756
206158432384|756
1168231106690|35184372088850
1030792153219|19791209301603
1099511629956|35184372089633
1030792153221|28587302323752
962072676486|21990232556301
824633723015|19791209300227
549755816072|6597069767722
549755816073|1251
1030792153226|910
962072676491|21990232556301
1099511629964|32985348833585
1168231106702|21990232555847
1168231106703|32985348834507
893353199760|2199023255790
1030792153233|910
1099511629970|35184372088972
1030792153235|983
1030792153236|8796093023613
962072676501|24189255812167
893353199766|26388279067204
1099511629975|32985348834010
687194769560|4398046512629
824633723034|19791209300926
1030792153243|30786325577795
1030792153244|17592186045848
1030792153245|19791209301454
824633723038|2199023255869
1030792153247|910
1168231106720|2199023256904
1168231106721|21990232555847
1030792153250|21990232556635
1030792153251|28587302323752
1168231106724|2199023255790
1030792153254|2199023255790
1030792153255|24189255812167
1030792153256|17592186044846
1030792153257|17592186044846
1030792153258|15393162789544
1030792153259|8796093023864
1099511629996|35184372088972
1030792153261|21990232556301
1030792153262|30786325578671
1030792153263|8796093023876
1030792153264|6597069767176
1030792153266|1223
1030792153267|30786325578070
1168231106740|28587302323557
1030792153269|19791209301603
1030792153270|21990232556635
1030792153271|21990232556635
1030792153272|8796093023613
1030792153273|1223
1030792153274|28587302323752
1030792153275|30786325578070
1030792153276|2199023255790
687194769598|21990232556635
1168231106751|21990232555847
687194769600|21990232556635
893353199809|26388279067204
687194769602|17592186044846
687194769603|8796093023876
1168231106756|4398046512803
1168231106757|26388279066876
1030792153286|910
1168231106759|32985348833375
1168231106760|35184372088985
1168231106762|2199023256904
274877909195|8796093022948
274877909196|1251
1030792153293|26388279066773
755914246350|6597069767176
687194769615|4398046512629
893353199824|26388279067204
755914246353|8796093023864
618475292882|17592186044846
1168231106771|37383395346041
755914246356|8796093023077
618475292886|17592186044846
755914246359|17592186045848
1030792153304|19791209301603
962072676569|21990232556301
962072676570|21990232556301
1168231106779|30786325578253
1030792153308|15393162789466
1168231106781|4398046512803
412316862686|6597069767722
1030792153311|1223
1030792153312|6597069767722
1099511630050|35184372088972
1168231106787|35184372088985
1030792153316|30786325578070
1168231106789|32985348833375
1030792153318|8796093022948
1030792153319|4398046512629
1099511630056|32985348833585
1099511630057|35184372088972
1030792153322|2199023255869
962072676587|21990232556301
1030792153324|28587302323752
893353200090|28587302323330
1030792153563|32985348833746
1168231107036|37383395345078
893353200093|4398046511247
1168231107038|37383395345239
481036339679|10995116278006
1168231107040|37383395345239
1168231107041|37383395345628
1168231107042|13194139534169
1030792153571|32985348834826
1168231107044|37383395345524
1099511630310|4398046512107
1030792153575|24189255811433
893353200104|28587302323330
1168231107049|26388279067426
1168231107050|35184372090028
1168231107051|32985348834254
1099511630316|26388279067664
1099511630317|6597069766725
755914246638|8796093023500
962072676847|21990232556083
1099511630320|13194139534869
618475293170|4398046511748
1030792153587|13194139534942
962072676852|30786325578933
962072676853|6597069768352
1168231107062|35184372089668
1168231107063|35184372089370
1168231107064|37383395345078
962072676857|10995116278449
1168231107066|35184372090040
962072676859|19791209300650
1168231107068|2199023256031
962072676862|17592186046107
549755816447|8796093022238
1168231107072|35184372089511
962072676865|30786325578933
1168231107074|37383395345882
1168231107075|30786325579189
962072676868|19791209300316
962072676869|19791209301378
962072676870|24189255811723
1099511630343|30786325577988
962072676872|6597069768249
824633723402|19791209300828
549755816459|13194139533712
962072676876|1096
962072676877|21990232556666
962072676878|181
1099511630351|24189255812262
412316862992|8796093022238
1030792153617|28587302322401
1099511630354|6597069767816
962072676883|4398046511357
962072676884|2199023255869
1030792153622|28587302322698
755914246679|10995116278091
1168231107096|32985348834254
412316863001|6597069768352
687194769946|19791209301047
962072676891|21990232556121
1168231107100|32985348834254
1168231107101|10995116279375
824633723422|24189255811785
481036339743|6597069767615
1168231107104|30786325577809
824633723426|19791209300926
824633723427|8796093022996
824633723428|19791209301186
824633723429|4398046512247
962072676902|21990232556064
962072676903|6597069767598
1168231107112|37383395345531
962072676905|15393162789639
1030792153642|32985348833746
824633723435|2199023256965
962072676908|21990232555921
962072676910|1286
481036339759|10995116278274
893353200176|4398046511247
1030792153649|19791209300415
1030792153650|32985348833353
1168231107123|35184372088856
1099511630388|30786325577988
1099511630389|6597069767811
1030792153654|24189255811433
1030792153655|21990232556121
687194769976|8796093023500
687194769978|690
1030792153659|30786325578528
