:START_ID(Forum)|:END_ID(Post)
412316860430|412316860578
412316860430|412316860579
481036337167|481036337316
481036337167|481036337317
481036337167|481036337318
481036337167|481036337319
481036337167|481036337320
481036337167|481036337321
481036337167|481036337322
481036337167|481036337323
481036337167|481036337324
481036337167|481036337325
481036337167|481036337326
481036337167|481036337327
481036337167|481036337328
481036337167|481036337329
481036337167|481036337330
481036337167|481036337331
481036337167|481036337332
481036337167|481036337333
481036337167|481036337334
412316860432|412316860599
412316860432|412316860600
412316860432|412316860601
412316860432|412316860602
412316860432|412316860603
412316860432|412316860604
412316860432|412316860605
412316860432|412316860606
412316860432|412316860607
412316860432|412316860608
412316860432|412316860609
412316860432|412316860610
412316860432|412316860611
412316860432|412316860612
412316860432|412316860613
412316860432|412316860614
755914244113|755914244295
755914244113|755914244296
755914244113|755914244297
755914244113|755914244298
755914244113|755914244299
755914244113|755914244300
755914244113|755914244301
755914244113|755914244302
206158430226|206158430415
206158430226|206158430416
206158430226|206158430417
206158430226|206158430418
206158430226|206158430419
206158430226|206158430420
206158430226|206158430421
206158430226|206158430422
206158430226|206158430423
206158430226|206158430424
206158430226|206158430425
206158430226|206158430426
206158430226|206158430427
206158430226|206158430428
206158430226|206158430429
206158430226|206158430430
206158430226|206158430431
206158430226|206158430432
206158430226|206158430433
412316860436|412316860642
412316860436|412316860643
412316860436|412316860644
412316860436|412316860645
412316860436|412316860646
412316860436|412316860647
412316860436|412316860648
412316860436|412316860649
412316860436|412316860650
412316860436|412316860651
412316860436|412316860652
412316860436|412316860653
412316860436|412316860654
412316860436|412316860655
412316860436|412316860656
893353197589|893353197809
893353197589|893353197810
893353197589|893353197811
893353197589|893353197812
893353197589|893353197813
893353197589|893353197814
893353197589|893353197815
893353197589|893353197816
755914244118|755914244345
755914244118|755914244346
824633720855|824633721083
824633720855|824633721084
824633720855|824633721085
824633720855|824633721086
824633720855|824633721087
824633720855|824633721088
824633720855|824633721089
824633720855|824633721090
824633720855|824633721091
824633720855|824633721092
824633720855|824633721093
824633720855|824633721094
824633720855|824633721095
824633720855|824633721096
824633720855|824633721097
824633720855|824633721098
824633720855|824633721099
824633720855|824633721100
824633720855|824633721101
1030792151064|1030792151310
1030792151064|1030792151311
1030792151064|1030792151312
1030792151064|1030792151313
1030792151064|1030792151314
1030792151064|1030792151315
1030792151064|1030792151316
1030792151064|1030792151317
1030792151064|1030792151318
343597383705|343597383959
343597383705|343597383960
343597383705|343597383961
343597383705|343597383962
343597383705|343597383963
824633720858|824633721116
824633720858|824633721117
824633720858|824633721118
824633720858|824633721119
824633720858|824633721120
824633720858|824633721121
824633720858|824633721122
824633720858|824633721123
824633720858|824633721124
824633720858|824633721125
824633720858|824633721126
824633720858|824633721127
824633720858|824633721128
824633720858|824633721129
893353197595|893353197866
893353197595|893353197867
893353197595|893353197868
893353197595|893353197869
893353197595|893353197870
893353197595|893353197871
893353197595|893353197872
893353197595|893353197873
893353197595|893353197874
893353197595|893353197875
893353197595|893353197876
893353197595|893353197877
893353197595|893353197878
893353197595|893353197879
893353197595|893353197880
893353197595|893353197881
893353197595|893353197882
893353197595|893353197883
755914244125|755914244412
755914244125|755914244413
755914244125|755914244414
755914244125|755914244415
755914244125|755914244416
755914244125|755914244417
68719476766|68719477058
68719476766|68719477059
893353197599|893353197892
893353197599|893353197893
893353197599|893353197894
687194767392|687194767687
687194767392|687194767688
687194767392|687194767689
687194767392|687194767690
687194767392|687194767691
687194767392|687194767692
687194767392|687194767693
687194767392|687194767694
687194767392|687194767695
687194767392|687194767696
687194767392|687194767697
687194767392|687194767698
1168231104545|1168231104851
1168231104545|1168231104852
1168231104545|1168231104853
1168231104545|1168231104854
1168231104545|1168231104855
1168231104545|1168231104856
618475290658|618475290969
618475290658|618475290970
618475290658|618475290971
618475290658|618475290972
618475290658|618475290973
618475290658|618475290974
618475290658|618475290975
343597383717|481036337504
343597383717|755914244463
343597383717|549755814270
343597383717|962072674701
343597383717|481036337564
343597383717|755914244523
343597383717|1099511628218
343597383717|687194767817
343597383717|481036337624
343597383717|1168231104999
343597383717|549755814390
343597383717|481036337669
343597383717|481036337678
343597383717|481036337687
343597383717|481036337696
343597383717|687194767913
343597383717|687194767922
343597383717|481036337723
343597383717|687194767940
343597383717|481036337741
412316860454|962072674902
412316860454|618475291235
412316860454|412316861039
549755813927|549755814514
549755813927|549755814515
549755813927|549755814516
549755813927|549755814517
549755813927|549755814518
549755813927|549755814519
549755813927|549755814520
549755813927|549755814521
549755813927|549755814522
549755813927|549755814523
549755813927|549755814524
549755813927|549755814525
549755813927|549755814526
549755813927|549755814527
549755813927|549755814528
893353197608|893353198209
893353197608|893353198210
893353197608|893353198211
893353197608|893353198212
893353197608|893353198213
893353197608|893353198214
893353197608|893353198215
893353197608|893353198216
893353197608|893353198217
893353197608|893353198218
893353197608|893353198219
893353197608|893353198220
893353197608|893353198221
893353197608|893353198222
893353197608|893353198223
893353197608|893353198224
893353197608|893353198225
893353197608|893353198226
893353197608|893353198227
893353197608|893353198228
962072674345|962072674965
962072674345|962072674966
893353197610|893353198231
893353197610|893353198232
893353197610|893353198233
893353197610|893353198234
893353197610|893353198235
893353197610|893353198236
893353197610|893353198237
893353197610|893353198238
893353197610|893353198239
893353197610|893353198240
893353197610|893353198241
893353197610|893353198242
893353197610|893353198243
893353197610|893353198244
1168231104555|1168231105189
1168231104555|1168231105190
1168231104555|1168231105191
1168231104555|1168231105192
1168231104555|1168231105193
1168231104555|1168231105194
1168231104555|1168231105195
1168231104555|1168231105196
1168231104555|1168231105197
1168231104555|1168231105198
1168231104555|1168231105199
1168231104555|1168231105200
1168231104555|1168231105201
1168231104555|1168231105202
1168231104555|1168231105203
1168231104555|1168231105204
1168231104555|1168231105205
1168231104555|1168231105206
1168231104555|1168231105207
962072674348|962072675000
962072674348|962072675001
962072674348|962072675002
962072674348|962072675003
962072674348|962072675004
962072674348|962072675005
962072674348|962072675006
962072674348|962072675007
962072674348|962072675008
962072674348|962072675009
687194767405|687194768066
687194767405|687194768067
687194767405|687194768068
687194767405|687194768069
481036337198|481036337862
481036337198|481036337863
481036337198|481036337864
481036337198|481036337865
481036337198|481036337866
481036337198|481036337867
481036337198|481036337868
481036337198|481036337869
481036337198|481036337870
481036337198|481036337871
481036337198|481036337872
481036337198|481036337873
481036337198|481036337874
481036337198|481036337875
481036337198|481036337876
481036337198|481036337877
481036337198|481036337878
824633720879|824633721559
824633720879|824633721560
824633720879|824633721561
824633720879|824633721562
824633720879|824633721563
824633720879|824633721564
824633720879|824633721565
824633720879|824633721566
824633720879|824633721567
824633720879|824633721568
824633720879|824633721569
824633720879|824633721570
824633720879|824633721571
824633720879|824633721572
824633720879|824633721573
824633720879|824633721574
824633720879|824633721575
824633720879|824633721576
824633720879|824633721577
824633720879|824633721578
824633720880|824633721579
824633720880|824633721580
824633720880|824633721581
824633720880|824633721582
824633720880|824633721583
824633720880|824633721584
824633720880|824633721585
481036337201|481036337906
481036337201|481036337907
481036337201|481036337908
481036337201|481036337909
481036337201|481036337910
481036337201|481036337911
481036337201|481036337912
481036337201|481036337913
481036337201|481036337914
481036337201|481036337915
755914244146|755914244860
755914244146|755914244861
755914244146|755914244862
755914244146|755914244863
755914244146|755914244864
755914244146|755914244865
481036337203|481036337922
893353197620|893353198339
893353197620|893353198340
893353197620|893353198341
893353197620|893353198342
1168231104565|1168231105287
1168231104565|1168231105288
1168231104565|1168231105289
1168231104565|1168231105290
1168231104565|1168231105291
1168231104565|1168231105292
1168231104565|1168231105293
1168231104565|1168231105294
1168231104565|1168231105295
1168231104565|1168231105296
1168231104565|1168231105297
1168231104565|1168231105298
1168231104565|1168231105299
1168231104565|1168231105300
1168231104565|1168231105301
1168231104565|1168231105302
1168231104565|1168231105303
1168231104566|1168231105304
1168231104566|1168231105305
1168231104566|1168231105306
1168231104566|1168231105307
1168231104566|1168231105308
1168231104566|1168231105309
1168231104566|1168231105310
1168231104566|1168231105311
1168231104566|1168231105312
1168231104566|1168231105313
1168231104566|1168231105314
1168231104566|1168231105315
1168231104566|1168231105316
1168231104566|1168231105317
1168231104566|1168231105318
1168231104566|1168231105319
1168231104566|1168231105320
1168231104566|1168231105321
1168231104566|1168231105322
1099511627831|1099511628587
1099511627831|1099511628588
1099511627831|1099511628589
1099511627831|1099511628590
893353197624|893353198383
893353197624|893353198384
893353197624|893353198385
893353197624|893353198386
893353197624|893353198387
893353197624|893353198388
893353197624|893353198389
893353197624|893353198390
893353197624|893353198391
893353197624|893353198392
893353197624|893353198393
893353197624|893353198394
893353197624|893353198395
893353197624|893353198396
893353197624|893353198397
893353197624|893353198398
824633720889|824633721663
824633720889|824633721664
824633720889|824633721665
824633720890|824633721666
824633720890|824633721667
824633720890|824633721668
824633720890|824633721669
824633720890|824633721670
824633720890|824633721671
824633720890|824633721672
824633720890|824633721673
824633720890|824633721674
824633720890|824633721675
824633720890|824633721676
824633720890|824633721677
824633720890|824633721678
755914244155|755914244943
755914244155|755914244944
755914244155|755914244945
755914244155|755914244946
755914244155|755914244947
755914244155|755914244948
755914244155|755914244949
755914244155|755914244950
755914244155|755914244951
755914244155|755914244952
755914244155|755914244953
755914244155|755914244954
755914244155|755914244955
755914244155|755914244956
755914244155|755914244957
549755813948|549755814750
549755813948|549755814751
549755813948|549755814752
549755813948|549755814753
549755813948|549755814754
549755813948|549755814755
549755813948|549755814756
549755813948|549755814757
549755813948|549755814758
549755813948|549755814759
549755813948|549755814760
549755813948|549755814761
549755813948|549755814762
549755813948|549755814763
549755813948|549755814764
687194767422|687194768237
687194767422|687194768238
687194767422|687194768239
687194767422|687194768240
687194767422|687194768241
687194767422|687194768242
687194767422|687194768243
687194767422|687194768244
687194767422|687194768245
687194767422|687194768246
687194767422|687194768247
687194767422|687194768248
687194767422|687194768249
687194767422|687194768250
687194767422|687194768251
687194767422|687194768252
687194767422|687194768253
687194767422|687194768254
1099511627839|1099511628671
1099511627839|1099511628672
1099511627839|1099511628673
1099511627839|1099511628674
1099511627839|1099511628675
1099511627839|1099511628676
1099511627839|1099511628677
1099511627839|1099511628678
1099511627839|1099511628679
1099511627839|1099511628680
1099511627839|1099511628681
1099511627839|1099511628682
1099511627839|1099511628683
1030792151104|1030792151948
1030792151104|1030792151949
1030792151104|1030792151950
1030792151104|1030792151951
1030792151104|1030792151952
1030792151104|1030792151953
1030792151104|1030792151954
1030792151104|1030792151955
1030792151104|1030792151956
1030792151104|1030792151957
1030792151104|1030792151958
1030792151104|1030792151959
1030792151104|1030792151960
1030792151104|1030792151961
1030792151104|1030792151962
1030792151104|1030792151963
1030792151104|1030792151964
1030792151104|1030792151965
1030792151104|1030792151966
1030792151104|1030792151967
1168231104578|1168231105440
1168231104578|1168231105441
1168231104578|1168231105442
1168231104578|1168231105443
1168231104578|1168231105444
1168231104578|1168231105445
1168231104578|1168231105446
1168231104578|1168231105447
1168231104578|1168231105448
1168231104578|1168231105449
1168231104578|1168231105450
893353197635|893353198507
893353197635|893353198508
893353197635|893353198509
893353197635|893353198510
893353197635|893353198511
893353197635|893353198512
893353197635|893353198513
893353197635|893353198514
893353197635|893353198515
893353197635|893353198516
893353197635|893353198517
893353197635|893353198518
893353197635|893353198519
893353197635|893353198520
893353197635|893353198521
893353197635|893353198522
893353197635|893353198523
893353197636|893353198524
893353197636|893353198525
893353197636|893353198526
893353197636|893353198527
893353197636|893353198528
893353197636|893353198529
893353197636|893353198530
893353197636|893353198531
893353197636|893353198532
893353197636|893353198533
893353197636|893353198534
893353197636|893353198535
893353197636|893353198536
893353197636|893353198537
893353197636|893353198538
893353197636|893353198539
893353197637|893353198540
893353197637|893353198541
893353197637|893353198542
893353197637|893353198543
893353197637|893353198544
893353197637|893353198545
893353197637|893353198546
1099511627846|1099511628755
1099511627846|1099511628756
1099511627846|1099511628757
1099511627846|1099511628758
1099511627846|1099511628759
1099511627846|1099511628760
1099511627846|1099511628761
1099511627846|1099511628762
1099511627846|1099511628763
1099511627846|1099511628764
1099511627846|1099511628765
1099511627846|1099511628766
1099511627846|1099511628767
962072674375|962072675296
962072674375|962072675297
962072674375|962072675298
962072674375|962072675299
962072674375|962072675300
962072674375|962072675301
962072674376|962072675302
962072674376|962072675303
962072674376|962072675304
962072674376|962072675305
962072674376|962072675306
962072674376|962072675307
962072674376|962072675308
962072674376|962072675309
962072674376|962072675310
962072674376|962072675311
962072674376|962072675312
755914244169|755914245105
755914244169|755914245106
755914244169|755914245107
755914244169|755914245108
755914244169|755914245109
755914244169|755914245110
755914244169|755914245111
755914244169|755914245112
755914244169|755914245113
755914244169|755914245114
755914244169|755914245115
755914244169|755914245116
755914244169|755914245117
755914244169|755914245118
755914244169|755914245119
755914244169|755914245120
755914244169|755914245121
824633720906|824633721858
824633720906|824633721859
824633720906|824633721860
824633720906|824633721861
824633720906|824633721862
824633720906|824633721863
1168231104587|1168231105544
1168231104587|1168231105545
1168231104587|1168231105546
1168231104587|1168231105547
1168231104587|1168231105548
1168231104587|1168231105549
1168231104587|1168231105550
1168231104587|1168231105551
962072674380|962072675344
962072674380|962072675345
962072674380|962072675346
962072674380|962072675347
962072674380|962072675348
962072674380|962072675349
962072674380|962072675350
962072674380|962072675351
962072674380|962072675352
962072674380|962072675353
962072674380|962072675354
962072674380|962072675355
1168231104589|1168231105564
1168231104589|1168231105565
1168231104589|1168231105566
1168231104589|1168231105567
1168231104589|1168231105568
1168231104589|1168231105569
1168231104589|1168231105570
1168231104589|1168231105571
1168231104589|1168231105572
1168231104589|1168231105573
1168231104589|1168231105574
1168231104589|1168231105575
962072674382|962072675368
962072674382|962072675369
962072674382|962072675370
962072674382|962072675371
962072674382|962072675372
962072674382|962072675373
1099511627855|1099511628846
1099511627855|1099511628847
1099511627855|1099511628848
893353197649|893353198641
893353197649|893353198642
893353197649|893353198643
893353197649|893353198644
893353197649|893353198645
893353197649|893353198646
893353197649|893353198647
893353197649|893353198648
893353197649|893353198649
893353197649|893353198650
893353197649|893353198651
893353197649|893353198652
893353197649|893353198653
893353197649|893353198654
893353197649|893353198655
893353197649|893353198656
1099511627858|1099511628865
1099511627858|1099511628866
1099511627858|1099511628867
1099511627858|1099511628868
1099511627858|1099511628869
1099511627858|1099511628870
1099511627858|1099511628871
1099511627858|1099511628872
1099511627858|1099511628873
1099511627858|1099511628874
1099511627858|1099511628875
1099511627858|1099511628876
1099511627858|1099511628877
1099511627858|1099511628878
1099511627858|1099511628879
1099511627858|1099511628880
1099511627859|1099511628881
1099511627859|1099511628882
1099511627859|1099511628883
1099511627859|1099511628884
1099511627859|1099511628885
1099511627859|1099511628886
1168231104596|1168231105623
1168231104596|1168231105624
1168231104596|1168231105625
1168231104596|1168231105626
1168231104596|1168231105627
1168231104596|1168231105628
1168231104596|1168231105629
1168231104596|1168231105630
1168231104596|1168231105631
1168231104596|1168231105632
1168231104596|1168231105633
1168231104596|1168231105634
1168231104596|1168231105635
1168231104596|1168231105636
1168231104596|1168231105637
1168231104596|1168231105638
1168231104596|1168231105639
1168231104596|1168231105640
1168231104596|1168231105641
1168231104596|1168231105642
1030792151125|1030792152171
893353197654|893353198700
893353197654|893353198701
893353197654|893353198702
893353197654|893353198703
893353197655|893353198704
893353197655|893353198705
893353197655|893353198706
893353197655|893353198707
893353197655|893353198708
893353197655|893353198709
893353197655|893353198710
1168231104600|1168231105655
1168231104600|1168231105656
1168231104601|1168231105657
1168231104601|1168231105658
1168231104601|1168231105659
1168231104601|1168231105660
1168231104601|1168231105661
1168231104601|1168231105662
1168231104601|1168231105663
1168231104601|1168231105664
1168231104601|1168231105665
1168231104601|1168231105666
1168231104601|1168231105667
1168231104601|1168231105668
1168231104601|1168231105669
1168231104601|1168231105670
1168231104601|1168231105671
893353197658|893353198728
893353197658|893353198729
893353197658|893353198730
893353197658|893353198731
893353197658|893353198732
893353197658|893353198733
893353197658|893353198734
893353197658|893353198735
893353197658|893353198736
893353197658|893353198737
893353197658|893353198738
893353197658|893353198739
893353197658|893353198740
893353197658|893353198741
893353197658|893353198742
893353197658|893353198743
893353197658|893353198744
893353197658|893353198745
893353197658|893353198746
893353197658|893353198747
893353197659|1030792152220
893353197659|1030792152221
893353197659|1030792152222
893353197659|1030792152223
893353197659|1030792152224
893353197659|1030792152225
1030792151132|1030792152226
1030792151132|1030792152227
1030792151132|1030792152228
1030792151132|1030792152229
1030792151132|1030792152230
1030792151132|1030792152231
1030792151132|1030792152232
1030792151132|1030792152233
1030792151132|1030792152234
1030792151132|1030792152235
1030792151132|1030792152236
1030792151132|1030792152237
1030792151132|1030792152238
1030792151132|1030792152239
1030792151132|1030792152240
1030792151132|1030792152241
1030792151132|1030792152242
1030792151132|1030792152243
1168231104605|1168231105716
1168231104605|1168231105717
1168231104605|1168231105718
1168231104605|1168231105719
1168231104605|1168231105720
1168231104605|1168231105721
1168231104605|1168231105722
1168231104605|1168231105723
1168231104605|1168231105724
1168231104605|1168231105725
1099511627870|1099511628990
1099511627870|1099511628991
1099511627870|1099511628992
1099511627870|1099511628993
1099511627870|1099511628994
1099511627870|1099511628995
1099511627870|1099511628996
962072674399|962072675525
962072674399|962072675526
962072674399|962072675527
962072674399|962072675528
962072674399|962072675529
962072674399|962072675530
962072674399|962072675531
962072674399|962072675532
962072674399|962072675533
962072674399|962072675534
893353197664|893353198799
893353197664|893353198800
893353197664|893353198801
893353197664|893353198802
893353197664|893353198803
893353197664|893353198804
893353197664|893353198805
962072674401|962072675542
962072674401|962072675543
962072674401|962072675544
893353197666|893353198809
893353197666|893353198810
893353197666|893353198811
893353197666|893353198812
893353197666|893353198813
893353197666|893353198814
893353197666|893353198815
893353197666|893353198816
893353197666|893353198817
893353197666|893353198818
893353197666|893353198819
893353197666|893353198820
893353197666|893353198821
893353197666|893353198822
893353197666|893353198823
893353197666|893353198824
893353197666|893353198825
893353197666|893353198826
893353197666|893353198827
893353197667|893353198828
893353197667|893353198829
893353197667|893353198830
893353197667|893353198831
893353197667|893353198832
893353197667|893353198833
893353197667|893353198834
893353197667|893353198835
893353197667|893353198836
893353197667|893353198837
893353197667|893353198838
893353197667|893353198839
893353197667|893353198840
1168231104612|1168231105785
1168231104612|1168231105786
1168231104612|1168231105787
1168231104612|1168231105788
1168231104612|1168231105789
1168231104612|1168231105790
1168231104612|1168231105791
1168231104612|1168231105792
1030792151141|1099511629057
1168231104615|1168231105796
1168231104615|1168231105797
1168231104615|1168231105798
104|755914245383
104|824633722126
104|824633722133
104|412316861724
104|343597384995
104|343597385002
104|1099511629105
104|1099511629112
104|137438954815
104|1350
104|1099511629133
104|962072675668
104|1168231105883
104|481036338530
104|206158431593
104|1392
104|274877908343
104|274877908350
104|1168231105925
104|687194768780
104|481036338579
104|549755815322
104|1030792152481
104|343597385128
104|824633722287
104|68719478204
104|206158431689
104|274877908438
104|68719478243
104|824633722352
104|68719478269
104|1546
104|1559
104|68719478308
104|68719478321
104|824633722430
104|206158431819
104|68719478360
104|274877908581
104|824633722482
104|274877908607
104|274877908620
105|824633722521
105|274877908641
105|206158431913
105|755914245809
105|755914245827
68719476842|1030792152789
68719476842|343597385432
68719476842|206158431963
68719476842|618475292382
68719476842|137438955233
68719476842|687194769124
68719476842|618475292391
68719476842|962072676074
68719476842|687194769133
68719476842|274877908720
68719476842|893353199347
68719476842|755914245878
68719476842|549755815673
68719476842|68719478524
68719476842|343597385471
68719476842|893353199362
68719476842|1030792152837
68719476842|549755815688
68719476842|618475292427
68719476842|893353199374
68719476842|893353199377
68719476842|1030792152852
68719476842|481036338967
68719476842|274877908762
68719476842|962072676125
68719476842|481036338976
68719476842|274877908771
68719476842|1030792152870
68719476842|824633722665
68719476842|687194769196
68719476842|206158432047
68719476842|481036338994
68719476842|549755815733
68719476842|687194769208
68719476842|549755815739
68719476842|274877908798
68719476842|206158432074
68719476842|206158432086
68719476842|274877908834
68719476842|274877908846
68719476842|274877908858
68719476842|274877908870
68719476842|962072676242
68719476842|206158432158
68719476842|206158432170
68719476842|1030792153014
68719476842|274877908930
68719476842|206158432206
68719476842|274877908953
68719476842|549755815909
68719476842|274877908977
68719476842|274877908989
68719476842|274877909001
68719476842|274877909013
68719476842|274877909025
68719476842|962072676397
68719476842|274877909049
68719476842|274877909061
68719476842|274877909073
68719476842|206158432349
68719476842|549755816041
68719476842|206158432373
68719476842|549755816065
68719476842|274877909133
68719476842|274877909145
68719476842|1030792153253
68719476842|274877909169
68719476842|274877909181
68719476842|206158432457
68719476842|274877909205
68719476842|962072676577
343597383788|755914246381
343597383788|1168231106798
343597383788|1099511630063
343597383788|1168231106800
343597383788|962072676593
343597383788|1030792153330
343597383788|893353199859
343597383788|481036339444
343597383788|893353199861
343597383788|412316862710
343597383788|824633723127
343597383788|618475292920
343597383788|618475292921
343597383788|687194769658
343597383788|343597385979
343597383788|893353199868
343597383788|412316862717
343597383788|687194769662
343597383788|412316862719
343597383788|618475292928
343597383788|1030792153345
343597383788|1099511630082
343597383788|893353199875
343597383788|1099511630084
343597383788|412316862725
343597383788|755914246406
343597383788|618475292935
343597383788|618475292936
343597383788|1099511630089
343597383788|412316862730
343597383788|1168231106827
343597383788|549755816204
343597383788|824633723149
343597383788|687194769678
343597383788|549755816207
343597383788|1099511630096
343597383788|687194769681
343597383788|962072676626
343597383788|962072676627
343597383788|687194769684
343597383788|481036339477
343597383788|481036339478
343597383788|412316862743
343597383788|687194769688
343597383788|755914246425
343597383788|755914246426
343597383788|687194769691
343597383788|893353199900
343597383788|549755816221
343597383788|893353199902
343597383788|824633723167
343597383788|824633723168
343597383788|412316862753
343597383788|1030792153378
343597383788|618475292963
343597383788|549755816228
343597383788|962072676645
343597383788|343597386022
343597383788|1099511630119
343597383788|824633723176
343597383788|343597386025
343597383788|1030792153386
343597383788|755914246443
343597383788|687194769708
343597383788|755914246445
343597383788|755914246446
343597383788|1168231106863
343597383788|343597386032
343597383788|755914246449
343597383788|1030792153394
343597383788|412316862771
343597383788|412316862772
343597383788|687194769717
343597383788|618475292982
343597383788|412316862775
343597383788|618475292984
343597383788|412316862777
343597383788|824633723194
343597383788|1168231106875
343597383788|618475292988
343597383788|481036339517
343597383788|755914246462
343597383788|549755816255
343597383788|962072676672
343597383788|618475292993
343597383788|412316862786
343597383788|618475292995
343597383788|481036339524
343597383788|412316862789
343597383788|893353199942
343597383788|755914246471
343597383788|618475293000
343597383788|1030792153417
343597383788|893353199946
343597383788|755914246475
343597383788|549755816268
343597383788|618475293005
343597383788|1168231106894
343597383788|687194769743
343597383788|755914246480
343597383788|755914246481
343597383788|549755816274
343597383788|824633723219
343597383788|755914246484
343597383788|893353199957
343597383788|1168231106902
343597383788|962072676695
343597383788|1099511630168
343597383788|755914246489
343597383788|824633723226
343597383788|481036339547
343597383788|549755816284
343597383788|962072676701
343597383788|618475293022
343597383788|755914246495
343597383788|1099511630176
343597383788|412316862817
343597383788|412316862818
343597383788|618475293027
343597383788|893353199972
343597383788|1099511630181
343597383788|343597386086
343597383788|1168231106919
343597383788|549755816296
343597383788|893353199977
343597383788|824633723242
343597383788|1168231106923
343597383788|893353199980
343597383788|618475293037
343597383788|962072676718
343597383788|481036339567
343597383788|893353199984
343597383788|962072676721
343597383788|549755816306
343597383788|893353199987
343597383788|1168231106932
343597383788|824633723253
343597383788|1099511630198
343597383788|893353199991
343597383788|481036339576
343597383788|412316862841
343597383788|412316862842
343597383788|412316862843
343597383788|824633723260
343597383788|893353199997
343597383788|549755816318
343597383788|618475293055
343597383788|755914246528
343597383788|481036339585
343597383788|1030792153474
343597383788|343597386115
343597383788|1030792153476
343597383788|1168231106949
343597383788|824633723270
343597383788|824633723271
343597383788|893353200008
343597383788|549755816329
343597383788|687194769802
343597383788|687194769803
343597383788|1030792153484
343597383788|962072676749
343597383788|1099511630222
343597383788|755914246543
343597383788|755914246544
343597383788|343597386129
343597383788|481036339602
343597383788|481036339603
343597383788|824633723284
343597383788|549755816341
343597383788|893353200022
343597383788|481036339607
343597383788|755914246552
343597383788|755914246553
343597383788|412316862874
343597383788|1099511630235
343597383788|962072676764
343597383788|1030792153501
343597383788|549755816350
343597383788|824633723295
343597383788|1099511630240
343597383788|549755816353
343597383788|687194769826
343597383788|618475293091
343597383788|1030792153508
343597383788|618475293093
343597383788|1099511630246
343597383788|1030792153511
343597383788|755914246568
343597383788|1099511630249
343597383788|343597386154
343597383788|893353200043
343597383788|1099511630252
343597383788|549755816365
343597383788|343597386158
343597383788|1030792153519
343597383788|1099511630256
343597383788|412316862897
343597383788|618475293106
343597383788|824633723315
343597383788|755914246580
343597383788|618475293109
343597383788|618475293110
343597383788|481036339639
343597383788|893353200056
343597383788|343597386169
343597383788|412316862906
343597383788|1099511630267
343597383788|412316862908
343597383788|1030792153533
343597383788|481036339646
343597383788|687194769855
343597383788|687194769856
343597383788|1168231107009
343597383788|1168231107010
343597383788|687194769859
343597383788|687194769860
