:START_ID(Forum)|:END_ID(Person)
343597383705|4398046512405
343597383705|8796093023077
343597383705|10995116279037
343597383705|28587302323389
343597383705|35184372089722
824633720858|910
824633720858|8796093023077
824633720858|10995116278182
824633720858|10995116279037
824633720858|26388279067210
824633720858|28587302322767
824633720858|28587302323389
824633720858|35184372089722
893353197595|4398046511357
893353197595|4398046512405
893353197595|10995116278182
893353197595|10995116279037
893353197595|26388279067210
893353197595|28587302322767
893353197595|28587302323389
893353197595|35184372089722
618475290652|4398046511357
618475290652|4398046512405
618475290652|10995116278182
618475290652|10995116279037
618475290652|26388279067210
618475290652|28587302322767
618475290652|28587302323389
618475290652|35184372089722
755914244125|910
755914244125|4398046512405
755914244125|10995116278182
755914244125|10995116279037
755914244125|26388279067210
755914244125|35184372089722
68719476766|910
68719476766|4398046511357
68719476766|4398046512405
68719476766|8796093023077
68719476766|10995116278182
68719476766|10995116279037
68719476766|26388279067210
68719476766|28587302323389
893353197599|910
893353197599|8796093023077
893353197599|10995116278182
893353197599|10995116279037
893353197599|26388279067210
893353197599|28587302323389
893353197599|35184372089722
687194767392|910
687194767392|4398046511357
687194767392|4398046512405
687194767392|8796093023077
687194767392|10995116279037
687194767392|28587302323389
1168231104545|910
1168231104545|4398046511357
1168231104545|4398046512405
1168231104545|8796093023077
1168231104545|10995116279037
1168231104545|26388279067210
1168231104545|28587302322767
618475290658|910
618475290658|4398046511357
618475290658|4398046512405
618475290658|8796093023077
618475290658|10995116278182
618475290658|10995116279037
618475290658|28587302323389
206158430244|4398046512405
343597383717|1628
343597383717|1640
343597383717|2199023255557
343597383717|4398046512803
343597383717|6597069767381
343597383717|6597069767706
343597383717|8796093023614
343597383717|10995116277782
343597383717|10995116278996
343597383717|10995116279024
343597383717|13194139533439
343597383717|13194139534228
343597383717|15393162789357
343597383717|17592186045577
343597383717|19791209300150
343597383717|19791209301531
343597383717|24189255811081
343597383717|26388279067210
343597383717|26388279068209
343597383717|28587302323340
343597383717|30786325577795
343597383717|32985348834072
343597383717|32985348834358
343597383717|35184372089264
343597383717|37383395344878
412316860454|1204
412316860454|28587302322180
412316860454|28587302322562
412316860454|30786325577990
549755813927|1204
549755813927|28587302322180
549755813927|28587302322562
549755813927|30786325577990
893353197608|1204
893353197608|28587302322562
962072674345|1204
962072674345|28587302322180
962072674345|30786325577990
893353197610|1204
893353197610|28587302322180
893353197610|28587302322562
1168231104555|28587302322180
1168231104555|30786325577990
962072674348|28587302322180
687194767405|1204
687194767405|28587302322180
687194767405|28587302322562
687194767405|30786325577990
481036337198|1204
481036337198|28587302322180
481036337198|30786325577990
824633720879|28587302322180
824633720879|30786325577990
824633720880|1204
824633720880|28587302322562
824633720880|30786325577990
481036337201|1204
481036337201|30786325577990
755914244146|1204
755914244146|28587302322180
755914244146|28587302322562
481036337203|1204
481036337203|28587302322180
481036337203|28587302322562
893353197620|1204
893353197620|28587302322180
893353197620|28587302322562
1168231104565|28587302322180
1168231104565|30786325577990
1168231104566|1204
1168231104566|28587302322562
1168231104566|30786325577990
1099511627831|28587302322180
1099511627831|30786325577990
893353197624|1204
893353197624|28587302322180
893353197624|30786325577990
824633720889|1204
824633720889|28587302322562
824633720889|30786325577990
824633720890|1204
824633720890|28587302322180
824633720890|28587302322562
755914244155|28587302322562
549755813948|28587302322180
549755813948|28587302322562
549755813949|10995116279024
549755813949|28587302322767
687194767422|10995116279024
687194767422|28587302322767
1168231104578|10995116279024
1168231104578|28587302322767
893353197635|10995116279024
893353197635|28587302322767
893353197636|10995116279024
893353197636|28587302322767
893353197637|10995116279024
1099511627846|10995116279024
962072674375|10995116279024
962072674375|28587302322767
962072674376|10995116279024
962072674376|28587302322767
755914244169|28587302322767
824633720906|10995116279024
824633720906|28587302322767
1168231104587|10995116279024
962072674380|28587302322767
962072674382|10995116279024
1099511627855|10995116279024
893353197659|42
893353197659|100
893353197659|690
893353197659|699
893353197659|2199023255686
893353197659|2199023256791
893353197659|2199023256978
893353197659|4398046511247
893353197659|4398046511407
893353197659|6597069766769
893353197659|6597069767834
893353197659|8796093022572
893353197659|8796093023851
893353197659|10995116278091
893353197659|10995116278230
893353197659|10995116279024
893353197659|13194139533712
893353197659|13194139534610
893353197659|15393162789066
893353197659|15393162789081
893353197659|15393162789684
893353197659|15393162789727
893353197659|17592186044648
893353197659|17592186045364
893353197659|19791209300026
893353197659|19791209300502
893353197659|19791209300778
893353197659|21990232556073
893353197659|21990232556140
893353197659|21990232556641
893353197659|21990232556739
893353197659|24189255811433
893353197659|28587302322840
893353197659|28587302322876
893353197659|28587302323389
893353197659|28587302323752
893353197659|30786325577990
893353197659|30786325578002
893353197659|30786325578073
893353197659|30786325579070
893353197659|32985348833598
893353197659|32985348833719
893353197659|32985348834010
893353197659|35184372088985
893353197659|35184372089075
893353197659|37383395344394
893353197659|37383395344486
893353197659|37383395344943
893353197659|37383395345260
893353197659|37383395345336
893353197659|37383395345414
1030792151132|42
1030792151132|100
1030792151132|690
1030792151132|699
1030792151132|2199023255686
1030792151132|2199023256978
1030792151132|4398046511247
1030792151132|6597069767834
1030792151132|8796093022572
1030792151132|8796093023851
1030792151132|10995116278091
1030792151132|10995116278230
1030792151132|10995116279024
1030792151132|13194139533712
1030792151132|13194139534610
1030792151132|15393162789066
1030792151132|15393162789684
1030792151132|17592186045364
1030792151132|19791209300026
1030792151132|19791209300502
1030792151132|19791209300778
1030792151132|21990232556073
1030792151132|21990232556140
1030792151132|21990232556641
1030792151132|21990232556739
1030792151132|28587302322840
1030792151132|30786325577990
1030792151132|30786325578073
1030792151132|32985348833598
1030792151132|32985348833719
1030792151132|32985348834010
1030792151132|35184372089075
1030792151132|37383395344486
1030792151132|37383395344943
1030792151132|37383395345260
1030792151132|37383395345336
1030792151132|37383395345414
1168231104605|42
1168231104605|100
1168231104605|2199023255686
1168231104605|2199023256791
1168231104605|2199023256978
1168231104605|4398046511247
1168231104605|4398046511407
1168231104605|6597069766769
1168231104605|8796093023851
1168231104605|10995116278091
1168231104605|10995116278230
1168231104605|10995116279024
1168231104605|13194139533712
1168231104605|13194139534610
1168231104605|15393162789066
1168231104605|15393162789684
1168231104605|15393162789727
1168231104605|17592186044648
1168231104605|21990232556073
1168231104605|21990232556140
1168231104605|21990232556641
1168231104605|21990232556739
1168231104605|24189255811433
1168231104605|28587302322876
1168231104605|28587302323389
1168231104605|30786325577990
1168231104605|30786325578073
1168231104605|30786325579070
1168231104605|32985348833719
1168231104605|32985348834010
1168231104605|35184372088985
1168231104605|37383395344394
1168231104605|37383395344486
1099511627870|42
1099511627870|100
1099511627870|2199023255686
1099511627870|2199023256791
1099511627870|2199023256978
1099511627870|4398046511247
1099511627870|6597069767834
1099511627870|8796093022572
1099511627870|8796093023851
1099511627870|10995116278091
1099511627870|10995116279024
1099511627870|13194139533712
1099511627870|15393162789066
1099511627870|15393162789081
1099511627870|17592186044648
1099511627870|17592186045364
1099511627870|19791209300502
1099511627870|21990232556073
1099511627870|21990232556641
1099511627870|21990232556739
1099511627870|24189255811433
1099511627870|28587302322840
1099511627870|28587302322876
1099511627870|28587302323389
1099511627870|28587302323752
1099511627870|30786325577990
1099511627870|30786325578002
1099511627870|30786325579070
1099511627870|32985348833598
1099511627870|32985348833719
1099511627870|32985348834010
1099511627870|35184372088985
1099511627870|37383395344394
1099511627870|37383395344486
1099511627870|37383395344943
1099511627870|37383395345260
1099511627870|37383395345336
962072674399|42
962072674399|100
962072674399|690
962072674399|699
962072674399|2199023255686
962072674399|2199023256978
962072674399|4398046511247
962072674399|4398046511407
962072674399|6597069767834
962072674399|8796093022572
962072674399|8796093023851
962072674399|10995116278091
962072674399|10995116278230
962072674399|10995116279024
962072674399|15393162789066
962072674399|15393162789684
962072674399|15393162789727
962072674399|17592186045364
962072674399|19791209300502
962072674399|21990232556641
962072674399|21990232556739
962072674399|24189255811433
962072674399|28587302323389
962072674399|28587302323752
962072674399|30786325577990
962072674399|30786325578073
962072674399|30786325579070
962072674399|32985348833598
962072674399|32985348833719
962072674399|32985348834010
962072674399|35184372088985
962072674399|37383395344486
962072674399|37383395344943
962072674399|37383395345260
962072674399|37383395345336
962072674399|37383395345414
893353197664|42
893353197664|100
893353197664|690
893353197664|699
893353197664|2199023255686
893353197664|2199023256978
893353197664|4398046511407
893353197664|8796093022572
893353197664|8796093023851
893353197664|10995116278091
893353197664|10995116278230
893353197664|10995116279024
893353197664|13194139533712
893353197664|13194139534610
893353197664|15393162789066
893353197664|15393162789081
893353197664|15393162789727
893353197664|17592186044648
893353197664|19791209300502
893353197664|21990232556641
893353197664|21990232556739
893353197664|24189255811433
893353197664|28587302322840
893353197664|28587302322876
893353197664|28587302323389
893353197664|28587302323752
893353197664|30786325577990
893353197664|30786325578002
893353197664|30786325578073
893353197664|30786325579070
893353197664|32985348833719
893353197664|32985348834010
893353197664|35184372088985
893353197664|35184372089075
893353197664|37383395344394
893353197664|37383395344486
893353197664|37383395344943
893353197664|37383395345260
893353197664|37383395345414
962072674401|42
962072674401|100
962072674401|690
962072674401|699
962072674401|2199023255686
962072674401|2199023256978
962072674401|4398046511247
962072674401|4398046511407
962072674401|8796093022572
962072674401|8796093023851
962072674401|10995116278091
962072674401|10995116278230
962072674401|10995116279024
962072674401|13194139533712
962072674401|15393162789081
962072674401|15393162789684
962072674401|17592186044648
962072674401|17592186045364
962072674401|19791209300026
962072674401|19791209300502
962072674401|19791209300778
962072674401|21990232556073
962072674401|21990232556641
962072674401|21990232556739
962072674401|28587302322840
962072674401|28587302322876
962072674401|28587302323389
962072674401|28587302323752
962072674401|30786325577990
962072674401|30786325578002
962072674401|30786325578073
962072674401|32985348833598
962072674401|32985348833719
962072674401|35184372088985
962072674401|37383395344394
962072674401|37383395344486
962072674401|37383395344943
962072674401|37383395345260
962072674401|37383395345336
962072674401|37383395345414
893353197666|100
893353197666|699
893353197666|2199023256791
893353197666|2199023256978
893353197666|4398046511247
893353197666|6597069766769
893353197666|6597069767834
893353197666|8796093022572
893353197666|10995116278091
893353197666|15393162789081
893353197666|15393162789727
893353197666|17592186045364
893353197666|19791209300026
893353197666|19791209300778
893353197666|24189255811433
893353197666|28587302322840
893353197666|28587302322876
893353197666|28587302323389
893353197666|30786325577990
893353197666|30786325578002
893353197666|30786325578073
893353197666|32985348833598
893353197666|32985348833719
893353197666|35184372089075
893353197667|100
893353197667|690
893353197667|699
893353197667|2199023255686
893353197667|2199023256791
893353197667|2199023256978
893353197667|4398046511407
893353197667|6597069766769
893353197667|6597069767834
893353197667|8796093022572
893353197667|8796093023851
893353197667|10995116278230
893353197667|10995116279024
893353197667|13194139533712
893353197667|13194139534610
893353197667|15393162789066
893353197667|15393162789081
893353197667|15393162789684
893353197667|15393162789727
893353197667|19791209300026
893353197667|19791209300778
893353197667|21990232556073
893353197667|21990232556641
893353197667|21990232556739
893353197667|24189255811433
893353197667|28587302322840
893353197667|28587302322876
893353197667|28587302323389
893353197667|28587302323752
893353197667|30786325577990
893353197667|30786325578073
893353197667|32985348833719
893353197667|35184372088985
893353197667|37383395344394
893353197667|37383395345260
893353197667|37383395345336
1168231104612|100
1168231104612|690
1168231104612|2199023255686
1168231104612|2199023256791
1168231104612|2199023256978
1168231104612|4398046511247
1168231104612|6597069766769
1168231104612|6597069767834
1168231104612|8796093022572
1168231104612|8796093023851
1168231104612|10995116278091
1168231104612|10995116278230
1168231104612|10995116279024
1168231104612|13194139534610
1168231104612|15393162789066
1168231104612|15393162789684
1168231104612|17592186044648
1168231104612|19791209300502
1168231104612|19791209300778
1168231104612|21990232556073
1168231104612|21990232556140
1168231104612|21990232556641
1168231104612|21990232556739
1168231104612|24189255811433
1168231104612|28587302322876
1168231104612|28587302323752
1168231104612|30786325577990
1168231104612|32985348833598
1168231104612|32985348833719
1168231104612|32985348834010
1168231104612|37383395344394
1168231104612|37383395344486
1168231104612|37383395344943
1168231104612|37383395345260
1168231104612|37383395345336
1030792151141|1312
1030792151141|2199023255686
1030792151141|2199023255851
1030792151141|2199023256383
1030792151141|4398046512360
1030792151141|6597069767362
1030792151141|8796093023477
1030792151141|8796093023892
1030792151141|10995116277851
1030792151141|10995116279024
1030792151141|10995116279272
1030792151141|15393162789840
1030792151141|15393162790063
1030792151141|17592186045034
1030792151141|17592186045627
1030792151141|19791209300224
1030792151141|19791209300650
1030792151141|19791209300744
1030792151141|19791209300814
1030792151141|19791209300828
1030792151141|21990232555636
1030792151141|21990232556083
1030792151141|21990232556183
1030792151141|21990232556241
1030792151141|21990232556290
1030792151141|21990232556540
1030792151141|24189255811413
1030792151141|24189255811914
1030792151141|24189255812037
1030792151141|24189255812164
1030792151141|26388279067210
1030792151141|26388279067742
1030792151141|28587302322311
1030792151141|28587302322805
1030792151141|28587302323557
1030792151141|30786325578736
1030792151141|30786325579297
1030792151141|32985348833584
1030792151141|32985348833746
1030792151141|32985348834665
1030792151141|32985348834680
1030792151141|35184372088985
1030792151141|37383395344903
1030792151141|37383395345473
1030792151141|37383395345531
1030792151141|37383395345707
1030792151141|37383395346069
1099511627878|455
1099511627878|773
1099511627878|910
1099511627878|1646
1099511627878|2199023255573
1099511627878|2199023255686
1099511627878|2199023255905
1099511627878|2199023257024
1099511627878|4398046512189
1099511627878|4398046512360
1099511627878|4398046512582
1099511627878|6597069767176
1099511627878|6597069767182
1099511627878|6597069767411
1099511627878|6597069767811
1099511627878|6597069767996
1099511627878|6597069768193
1099511627878|8796093022619
1099511627878|8796093023364
1099511627878|8796093023477
1099511627878|8796093023616
1099511627878|8796093023625
1099511627878|10995116277851
1099511627878|10995116278421
1099511627878|10995116278447
1099511627878|10995116278524
1099511627878|10995116278710
1099511627878|10995116278767
1099511627878|13194139533467
1099511627878|13194139533753
1099511627878|15393162788901
1099511627878|15393162789023
1099511627878|15393162789916
1099511627878|17592186044881
1099511627878|17592186045338
1099511627878|17592186045577
1099511627878|17592186045627
1099511627878|19791209300060
1099511627878|19791209300191
1099511627878|19791209300358
1099511627878|19791209300828
1099511627878|21990232556367
1099511627878|21990232556792
1099511627878|24189255811431
1099511627878|24189255811875
1099511627878|24189255811914
1099511627878|24189255812037
1099511627878|24189255812068
1099511627878|24189255812158
1099511627878|24189255812181
1099511627878|28587302322180
1099511627878|28587302322216
1099511627878|28587302323163
1099511627878|28587302323557
1099511627878|28587302323752
1099511627878|30786325578202
1099511627878|30786325578736
1099511627878|30786325578948
1099511627878|32985348833585
1099511627878|32985348834010
1099511627878|35184372089116
1099511627878|35184372090502
1099511627878|35184372090529
1099511627878|37383395344545
1099511627878|37383395344579
1099511627878|37383395344903
1099511627878|37383395344931
1099511627878|37383395345572
1099511627878|37383395345707
1099511627878|37383395345764
1099511627878|37383395345920
1099511627878|37383395345948
1099511627878|37383395346069
1168231104615|773
1168231104615|1646
1168231104615|2199023255686
1168231104615|2199023255905
1168231104615|2199023257024
1168231104615|4398046512189
1168231104615|4398046512360
1168231104615|4398046512582
1168231104615|6597069767176
1168231104615|6597069767182
1168231104615|6597069767811
1168231104615|6597069767996
1168231104615|8796093022619
1168231104615|8796093023477
1168231104615|8796093023616
1168231104615|8796093023625
1168231104615|10995116278421
1168231104615|10995116278447
1168231104615|10995116278524
1168231104615|10995116278710
1168231104615|10995116278767
1168231104615|13194139533753
1168231104615|15393162789916
1168231104615|17592186044881
1168231104615|17592186045338
1168231104615|17592186045627
1168231104615|19791209300060
1168231104615|19791209300191
1168231104615|19791209300358
1168231104615|19791209300828
1168231104615|21990232556792
1168231104615|24189255811431
1168231104615|24189255811914
1168231104615|24189255812037
1168231104615|24189255812068
1168231104615|24189255812181
1168231104615|28587302322216
1168231104615|28587302323163
1168231104615|28587302323557
1168231104615|30786325578202
1168231104615|30786325578736
1168231104615|30786325578948
1168231104615|32985348833585
1168231104615|32985348834010
1168231104615|35184372089116
1168231104615|35184372090529
1168231104615|37383395344545
1168231104615|37383395344903
1168231104615|37383395345572
1168231104615|37383395345707
1168231104615|37383395345764
1168231104615|37383395345920
1168231104615|37383395345948
1168231104615|37383395346069
104|1204
104|2199023257093
104|4398046511181
104|4398046512103
104|4398046512195
104|13194139533743
104|13194139534507
104|13194139534942
104|15393162790399
104|17592186045364
104|19791209300150
104|19791209300225
104|21990232556052
104|21990232556666
104|24189255811917
104|24189255812099
104|26388279068275
104|28587302323003
104|28587302323389
104|28587302323557
104|30786325578300
104|35184372089264
104|35184372089798
104|35184372090060
104|37383395344590
105|1204
105|4398046511989
105|4398046512405
105|10995116279024
105|28587302322311
68719476842|756
68719476842|773
68719476842|910
68719476842|983
68719476842|1223
68719476842|1251
68719476842|2199023255790
68719476842|2199023255851
68719476842|2199023255869
68719476842|2199023256904
68719476842|4398046511181
68719476842|4398046511568
68719476842|4398046512405
68719476842|4398046512629
68719476842|4398046512803
68719476842|6597069767176
68719476842|6597069767722
68719476842|8796093022948
68719476842|8796093023077
68719476842|8796093023613
68719476842|8796093023864
68719476842|8796093023876
68719476842|15393162789466
68719476842|15393162789544
68719476842|15393162790417
68719476842|17592186044645
68719476842|17592186044846
68719476842|17592186045041
68719476842|17592186045848
68719476842|19791209300227
68719476842|19791209300926
68719476842|19791209301454
68719476842|19791209301603
68719476842|21990232555847
68719476842|21990232556130
68719476842|21990232556301
68719476842|21990232556635
68719476842|21990232556792
68719476842|24189255812167
68719476842|26388279066773
68719476842|26388279066876
68719476842|26388279067204
68719476842|28587302323163
68719476842|28587302323557
68719476842|28587302323752
68719476842|30786325577795
68719476842|30786325578070
68719476842|30786325578253
68719476842|30786325578671
68719476842|30786325579234
68719476842|32985348833375
68719476842|32985348833585
68719476842|32985348834010
68719476842|32985348834507
68719476842|35184372088850
68719476842|35184372088972
68719476842|35184372088985
68719476842|35184372089633
68719476842|37383395345429
68719476842|37383395346041
343597383788|14
343597383788|181
343597383788|555
343597383788|659
343597383788|690
343597383788|701
343597383788|910
343597383788|981
343597383788|983
343597383788|1096
343597383788|1130
343597383788|1246
343597383788|1286
343597383788|1312
343597383788|1355
343597383788|1605
343597383788|2199023255590
343597383788|2199023255790
343597383788|2199023255869
343597383788|2199023256031
343597383788|2199023256230
343597383788|2199023256363
343597383788|2199023256666
343597383788|2199023256858
343597383788|2199023256946
343597383788|2199023256965
343597383788|4398046511168
343597383788|4398046511181
343597383788|4398046511230
343597383788|4398046511247
343597383788|4398046511348
343597383788|4398046511357
343597383788|4398046511458
343597383788|4398046511748
343597383788|4398046511934
343597383788|4398046512057
343597383788|4398046512107
343597383788|4398046512247
343597383788|4398046512269
343597383788|4398046512328
343597383788|4398046512623
343597383788|4398046512677
343597383788|4398046512700
343597383788|6597069766725
343597383788|6597069766967
343597383788|6597069767006
343597383788|6597069767080
343597383788|6597069767216
343597383788|6597069767221
343597383788|6597069767372
343597383788|6597069767390
343597383788|6597069767598
343597383788|6597069767615
343597383788|6597069767723
343597383788|6597069767811
343597383788|6597069767816
343597383788|6597069767970
343597383788|6597069768249
343597383788|6597069768352
343597383788|8796093022238
343597383788|8796093022685
343597383788|8796093022736
343597383788|8796093022823
343597383788|8796093022996
343597383788|8796093023143
343597383788|8796093023500
343597383788|8796093023851
343597383788|10995116277782
343597383788|10995116278006
343597383788|10995116278031
343597383788|10995116278066
343597383788|10995116278091
343597383788|10995116278182
343597383788|10995116278262
343597383788|10995116278274
343597383788|10995116278447
343597383788|10995116278449
343597383788|10995116278554
343597383788|10995116278691
343597383788|10995116278710
343597383788|10995116278727
343597383788|10995116278970
343597383788|10995116279272
343597383788|10995116279335
343597383788|10995116279363
343597383788|10995116279375
343597383788|13194139533577
343597383788|13194139533646
343597383788|13194139533712
343597383788|13194139533721
343597383788|13194139533727
343597383788|13194139533818
343597383788|13194139534060
343597383788|13194139534169
343597383788|13194139534173
343597383788|13194139534261
343597383788|13194139534431
343597383788|13194139534447
343597383788|13194139534651
343597383788|13194139534730
343597383788|13194139534869
343597383788|13194139534898
343597383788|13194139534942
343597383788|13194139534949
343597383788|15393162789008
343597383788|15393162789106
343597383788|15393162789145
343597383788|15393162789178
343597383788|15393162789263
343597383788|15393162789340
343597383788|15393162789420
343597383788|15393162789466
343597383788|15393162789639
343597383788|15393162789684
343597383788|15393162789912
343597383788|15393162789919
343597383788|15393162789990
343597383788|15393162790062
343597383788|15393162790063
343597383788|15393162790413
343597383788|17592186044513
343597383788|17592186044574
343597383788|17592186044645
343597383788|17592186044794
343597383788|17592186044866
343597383788|17592186044881
343597383788|17592186044991
343597383788|17592186045195
343597383788|17592186045577
343597383788|17592186045590
343597383788|17592186045627
343597383788|17592186045677
343597383788|17592186045876
343597383788|17592186045913
343597383788|17592186045934
343597383788|17592186046068
343597383788|17592186046107
343597383788|19791209299997
343597383788|19791209300072
343597383788|19791209300150
343597383788|19791209300225
343597383788|19791209300316
343597383788|19791209300333
343597383788|19791209300415
343597383788|19791209300508
343597383788|19791209300513
343597383788|19791209300650
343597383788|19791209300651
343597383788|19791209300789
343597383788|19791209300828
343597383788|19791209300870
343597383788|19791209300925
343597383788|19791209300926
343597383788|19791209300985
343597383788|19791209301047
343597383788|19791209301186
343597383788|19791209301378
343597383788|19791209301431
343597383788|19791209301495
343597383788|19791209301531
343597383788|21990232555741
343597383788|21990232555820
343597383788|21990232555921
343597383788|21990232556052
343597383788|21990232556064
343597383788|21990232556073
343597383788|21990232556083
343597383788|21990232556115
343597383788|21990232556121
343597383788|21990232556140
343597383788|21990232556235
343597383788|21990232556251
343597383788|21990232556488
343597383788|21990232556635
343597383788|21990232556666
343597383788|21990232556739
343597383788|21990232557110
343597383788|24189255811154
343597383788|24189255811168
343597383788|24189255811175
343597383788|24189255811210
343597383788|24189255811415
343597383788|24189255811433
343597383788|24189255811723
343597383788|24189255811783
343597383788|24189255811785
343597383788|24189255812262
343597383788|24189255812361
343597383788|24189255812512
343597383788|24189255812612
343597383788|24189255812623
343597383788|24189255812681
343597383788|24189255812762
343597383788|26388279066708
343597383788|26388279066771
343597383788|26388279066926
343597383788|26388279067001
343597383788|26388279067029
343597383788|26388279067108
343597383788|26388279067293
343597383788|26388279067357
343597383788|26388279067382
343597383788|26388279067426
343597383788|26388279067664
343597383788|26388279067742
343597383788|26388279067773
343597383788|26388279067874
343597383788|26388279068176
343597383788|26388279068275
343597383788|28587302322266
343597383788|28587302322311
343597383788|28587302322395
343597383788|28587302322396
343597383788|28587302322401
343597383788|28587302322403
343597383788|28587302322456
343597383788|28587302322483
343597383788|28587302322562
343597383788|28587302322673
343597383788|28587302322698
343597383788|28587302322758
343597383788|28587302322766
343597383788|28587302322805
343597383788|28587302322808
343597383788|28587302322838
343597383788|28587302322848
343597383788|28587302322947
343597383788|28587302323330
343597383788|28587302323389
343597383788|28587302323537
343597383788|28587302323557
343597383788|28587302323609
343597383788|30786325577809
343597383788|30786325577906
343597383788|30786325577944
343597383788|30786325577988
343597383788|30786325577990
343597383788|30786325578070
343597383788|30786325578279
343597383788|30786325578528
343597383788|30786325578598
343597383788|30786325578612
343597383788|30786325578699
343597383788|30786325578859
343597383788|30786325578933
343597383788|30786325579152
343597383788|30786325579189
343597383788|30786325579198
343597383788|30786325579256
343597383788|32985348833353
343597383788|32985348833375
343597383788|32985348833559
343597383788|32985348833578
343597383788|32985348833746
343597383788|32985348833861
343597383788|32985348834010
343597383788|32985348834096
343597383788|32985348834254
343597383788|32985348834350
343597383788|32985348834355
343597383788|32985348834386
343597383788|32985348834574
343597383788|32985348834696
343597383788|32985348834789
343597383788|32985348834826
343597383788|35184372088834
343597383788|35184372088856
343597383788|35184372089012
343597383788|35184372089370
343597383788|35184372089415
343597383788|35184372089511
343597383788|35184372089668
343597383788|35184372089685
343597383788|35184372089698
343597383788|35184372090028
343597383788|35184372090040
343597383788|35184372090136
343597383788|35184372090153
343597383788|35184372090167
343597383788|35184372090274
343597383788|35184372090311
343597383788|35184372090391
343597383788|35184372090415
343597383788|35184372090502
343597383788|37383395344525
