:START_ID(Post)|:END_ID(Person)
824633721663|13194139534789
824633721664|13194139534789
824633721665|13194139534789
824633721666|13194139534789
824633721667|13194139534789
824633721668|13194139534789
824633721669|13194139534789
824633721670|13194139534789
824633721671|13194139534789
824633721672|13194139534789
824633721673|13194139534789
824633721674|13194139534789
824633721675|13194139534789
824633721676|13194139534789
824633721677|13194139534789
824633721678|13194139534789
755914244943|13194139534789
755914244944|13194139534789
755914244945|13194139534789
755914244946|13194139534789
755914244947|13194139534789
755914244948|13194139534789
755914244949|13194139534789
755914244950|13194139534789
755914244951|13194139534789
755914244952|13194139534789
755914244953|13194139534789
755914244954|13194139534789
755914244955|13194139534789
755914244956|13194139534789
755914244957|13194139534789
549755814750|13194139534789
549755814751|13194139534789
549755814752|13194139534789
549755814753|13194139534789
549755814754|13194139534789
549755814755|13194139534789
549755814756|13194139534789
549755814757|13194139534789
549755814758|13194139534789
549755814759|13194139534789
549755814760|13194139534789
549755814761|13194139534789
549755814762|13194139534789
549755814763|13194139534789
549755814764|13194139534789
687194768237|17592186045590
687194768238|17592186045590
687194768239|17592186045590
687194768240|17592186045590
687194768241|17592186045590
687194768242|17592186045590
687194768243|17592186045590
687194768244|17592186045590
687194768245|17592186045590
687194768246|17592186045590
687194768247|17592186045590
687194768248|17592186045590
687194768249|17592186045590
687194768250|17592186045590
687194768251|17592186045590
687194768252|17592186045590
687194768253|17592186045590
687194768254|17592186045590
1099511628671|17592186045590
1099511628672|17592186045590
1099511628673|17592186045590
1099511628674|17592186045590
1099511628675|17592186045590
1099511628676|17592186045590
1099511628677|17592186045590
1099511628678|17592186045590
1099511628679|17592186045590
1099511628680|17592186045590
1099511628681|17592186045590
1099511628682|17592186045590
1099511628683|17592186045590
1030792151948|17592186045590
1030792151949|17592186045590
1030792151950|17592186045590
1030792151951|17592186045590
1030792151952|17592186045590
1030792151953|17592186045590
1030792151954|17592186045590
1030792151955|17592186045590
1030792151956|17592186045590
1030792151957|17592186045590
1030792151958|17592186045590
1030792151959|17592186045590
1030792151960|17592186045590
1030792151961|17592186045590
1030792151962|17592186045590
1030792151963|17592186045590
1030792151964|17592186045590
1030792151965|17592186045590
1030792151966|17592186045590
1030792151967|17592186045590
1168231105440|17592186045590
1168231105441|17592186045590
1168231105442|17592186045590
1168231105443|17592186045590
1168231105444|17592186045590
1168231105445|17592186045590
1168231105446|17592186045590
1168231105447|17592186045590
1168231105448|17592186045590
1168231105449|17592186045590
1168231105450|17592186045590
893353198507|17592186045590
893353198508|17592186045590
893353198509|17592186045590
893353198510|17592186045590
893353198511|17592186045590
893353198512|17592186045590
893353198513|17592186045590
893353198514|17592186045590
893353198515|17592186045590
893353198516|17592186045590
893353198517|17592186045590
893353198518|17592186045590
893353198519|17592186045590
893353198520|17592186045590
893353198521|17592186045590
893353198522|17592186045590
893353198523|17592186045590
893353198524|17592186045590
893353198525|17592186045590
893353198526|17592186045590
893353198527|17592186045590
893353198528|17592186045590
893353198529|17592186045590
893353198530|17592186045590
893353198531|17592186045590
893353198532|17592186045590
893353198533|17592186045590
893353198534|17592186045590
893353198535|17592186045590
893353198536|17592186045590
893353198537|17592186045590
893353198538|17592186045590
893353198539|17592186045590
893353198540|17592186045590
893353198541|17592186045590
893353198542|17592186045590
893353198543|17592186045590
893353198544|17592186045590
893353198545|17592186045590
893353198546|17592186045590
1099511628755|17592186045590
1099511628756|17592186045590
1099511628757|17592186045590
1099511628758|17592186045590
1099511628759|17592186045590
1099511628760|17592186045590
1099511628761|17592186045590
1099511628762|17592186045590
1099511628763|17592186045590
1099511628764|17592186045590
1099511628765|17592186045590
1099511628766|17592186045590
1099511628767|17592186045590
962072675296|17592186045590
962072675297|17592186045590
962072675298|17592186045590
962072675299|17592186045590
962072675300|17592186045590
962072675301|17592186045590
962072675302|17592186045590
962072675303|17592186045590
962072675304|17592186045590
962072675305|17592186045590
962072675306|17592186045590
962072675307|17592186045590
962072675308|17592186045590
962072675309|17592186045590
962072675310|17592186045590
962072675311|17592186045590
962072675312|17592186045590
755914245105|17592186045590
755914245106|17592186045590
755914245107|17592186045590
755914245108|17592186045590
755914245109|17592186045590
755914245110|17592186045590
755914245111|17592186045590
755914245112|17592186045590
755914245113|17592186045590
755914245114|17592186045590
755914245115|17592186045590
755914245116|17592186045590
755914245117|17592186045590
755914245118|17592186045590
755914245119|17592186045590
755914245120|17592186045590
755914245121|17592186045590
824633721858|17592186045590
824633721859|17592186045590
824633721860|17592186045590
824633721861|17592186045590
824633721862|17592186045590
824633721863|17592186045590
1168231105544|17592186045590
1168231105545|17592186045590
1168231105546|17592186045590
1168231105547|17592186045590
1168231105548|17592186045590
1168231105549|17592186045590
1168231105550|17592186045590
1168231105551|17592186045590
962072675344|17592186045590
962072675345|17592186045590
962072675346|17592186045590
962072675347|17592186045590
962072675348|17592186045590
962072675349|17592186045590
962072675350|17592186045590
962072675351|17592186045590
962072675352|17592186045590
962072675353|17592186045590
962072675354|17592186045590
962072675355|17592186045590
1168231105564|17592186045590
1168231105565|17592186045590
1168231105566|17592186045590
1168231105567|17592186045590
1168231105568|17592186045590
1168231105569|17592186045590
1168231105570|17592186045590
1168231105571|17592186045590
1168231105572|17592186045590
1168231105573|17592186045590
1168231105574|17592186045590
1168231105575|17592186045590
962072675368|17592186045590
962072675369|17592186045590
962072675370|17592186045590
962072675371|17592186045590
962072675372|17592186045590
962072675373|17592186045590
1099511628846|17592186045590
1099511628847|17592186045590
1099511628848|17592186045590
893353198641|26388279067232
893353198642|26388279067232
893353198643|26388279067232
893353198644|26388279067232
893353198645|26388279067232
893353198646|26388279067232
893353198647|26388279067232
893353198648|26388279067232
893353198649|26388279067232
893353198650|26388279067232
893353198651|26388279067232
893353198652|26388279067232
893353198653|26388279067232
893353198654|26388279067232
893353198655|26388279067232
893353198656|26388279067232
1099511628865|26388279067232
1099511628866|26388279067232
1099511628867|26388279067232
1099511628868|26388279067232
1099511628869|26388279067232
1099511628870|26388279067232
1099511628871|26388279067232
1099511628872|26388279067232
1099511628873|26388279067232
1099511628874|26388279067232
1099511628875|26388279067232
1099511628876|26388279067232
1099511628877|26388279067232
1099511628878|26388279067232
1099511628879|26388279067232
1099511628880|26388279067232
1099511628881|26388279067232
1099511628882|26388279067232
1099511628883|26388279067232
1099511628884|26388279067232
1099511628885|26388279067232
1099511628886|26388279067232
1168231105623|26388279067232
1168231105624|26388279067232
1168231105625|26388279067232
1168231105626|26388279067232
1168231105627|26388279067232
1168231105628|26388279067232
1168231105629|26388279067232
1168231105630|26388279067232
1168231105631|26388279067232
1168231105632|26388279067232
1168231105633|26388279067232
1168231105634|26388279067232
1168231105635|26388279067232
1168231105636|26388279067232
1168231105637|26388279067232
1168231105638|26388279067232
1168231105639|26388279067232
1168231105640|26388279067232
1168231105641|26388279067232
1168231105642|26388279067232
1030792152171|26388279067232
893353198700|26388279067232
893353198701|26388279067232
893353198702|26388279067232
893353198703|26388279067232
893353198704|26388279067232
893353198705|26388279067232
893353198706|26388279067232
893353198707|26388279067232
893353198708|26388279067232
893353198709|26388279067232
893353198710|26388279067232
1168231105655|26388279067232
1168231105656|26388279067232
1168231105657|26388279067232
1168231105658|26388279067232
1168231105659|26388279067232
1168231105660|26388279067232
1168231105661|26388279067232
1168231105662|26388279067232
1168231105663|26388279067232
1168231105664|26388279067232
1168231105665|26388279067232
1168231105666|26388279067232
1168231105667|26388279067232
1168231105668|26388279067232
1168231105669|26388279067232
1168231105670|26388279067232
1168231105671|26388279067232
893353198728|26388279067232
893353198729|26388279067232
893353198730|26388279067232
893353198731|26388279067232
893353198732|26388279067232
893353198733|26388279067232
893353198734|26388279067232
893353198735|26388279067232
893353198736|26388279067232
893353198737|26388279067232
893353198738|26388279067232
893353198739|26388279067232
893353198740|26388279067232
893353198741|26388279067232
893353198742|26388279067232
893353198743|26388279067232
893353198744|26388279067232
893353198745|26388279067232
893353198746|26388279067232
893353198747|26388279067232
1030792152220|28587302323557
1030792152221|28587302323557
1030792152222|28587302323557
1030792152223|28587302323557
1030792152224|28587302323557
1030792152225|28587302323557
1030792152226|28587302323557
1030792152227|28587302323557
1030792152228|28587302323557
1030792152229|28587302323557
1030792152230|28587302323557
1030792152231|28587302323557
1030792152232|28587302323557
1030792152233|28587302323557
1030792152234|28587302323557
1030792152235|28587302323557
1030792152236|28587302323557
1030792152237|28587302323557
1030792152238|28587302323557
1030792152239|28587302323557
1030792152240|28587302323557
1030792152241|28587302323557
1030792152242|28587302323557
1030792152243|28587302323557
1168231105716|28587302323557
1168231105717|28587302323557
1168231105718|28587302323557
1168231105719|28587302323557
1168231105720|28587302323557
1168231105721|28587302323557
1168231105722|28587302323557
1168231105723|28587302323557
1168231105724|28587302323557
1168231105725|28587302323557
1099511628990|28587302323557
1099511628991|28587302323557
1099511628992|28587302323557
1099511628993|28587302323557
1099511628994|28587302323557
1099511628995|28587302323557
1099511628996|28587302323557
962072675525|28587302323557
962072675526|28587302323557
962072675527|28587302323557
962072675528|28587302323557
962072675529|28587302323557
962072675530|28587302323557
962072675531|28587302323557
962072675532|28587302323557
962072675533|28587302323557
962072675534|28587302323557
893353198799|28587302323557
893353198800|28587302323557
893353198801|28587302323557
893353198802|28587302323557
893353198803|28587302323557
893353198804|28587302323557
893353198805|28587302323557
962072675542|28587302323557
962072675543|28587302323557
962072675544|28587302323557
893353198809|28587302323557
893353198810|28587302323557
893353198811|28587302323557
893353198812|28587302323557
893353198813|28587302323557
893353198814|28587302323557
893353198815|28587302323557
893353198816|28587302323557
893353198817|28587302323557
893353198818|28587302323557
893353198819|28587302323557
893353198820|28587302323557
893353198821|28587302323557
893353198822|28587302323557
893353198823|28587302323557
893353198824|28587302323557
893353198825|28587302323557
893353198826|28587302323557
893353198827|28587302323557
893353198828|28587302323557
893353198829|28587302323557
893353198830|28587302323557
893353198831|28587302323557
893353198832|28587302323557
893353198833|28587302323557
893353198834|28587302323557
893353198835|28587302323557
893353198836|28587302323557
893353198837|28587302323557
893353198838|28587302323557
893353198839|28587302323557
893353198840|28587302323557
1168231105785|28587302323557
1168231105786|28587302323557
1168231105787|28587302323557
1168231105788|28587302323557
1168231105789|28587302323557
1168231105790|28587302323557
1168231105791|28587302323557
1168231105792|28587302323557
1099511629057|32985348834010
1168231105796|35184372088985
1168231105797|35184372088985
1168231105798|35184372088985
755914245383|699
824633722126|699
824633722133|699
412316861724|699
343597384995|699
343597385002|699
1099511629105|699
1099511629112|699
137438954815|699
1350|699
1099511629133|699
962072675668|699
1168231105883|699
481036338530|699
206158431593|699
1392|699
274877908343|699
274877908350|699
1168231105925|699
687194768780|699
481036338579|699
549755815322|699
1030792152481|699
343597385128|699
824633722287|699
68719478204|699
206158431689|699
274877908438|699
68719478243|699
824633722352|699
68719478269|699
1546|699
1559|699
68719478308|699
68719478321|699
824633722430|699
206158431819|699
68719478360|699
274877908581|699
824633722482|699
274877908607|699
274877908620|699
824633722521|701
274877908641|701
206158431913|701
755914245809|701
755914245827|701
1030792152789|2199023255686
343597385432|2199023255686
206158431963|2199023255686
618475292382|2199023255686
137438955233|2199023255686
687194769124|2199023255686
618475292391|2199023255686
962072676074|2199023255686
687194769133|2199023255686
274877908720|2199023255686
893353199347|2199023255686
755914245878|2199023255686
549755815673|2199023255686
68719478524|2199023255686
343597385471|2199023255686
893353199362|2199023255686
1030792152837|2199023255686
549755815688|2199023255686
618475292427|2199023255686
893353199374|2199023255686
893353199377|2199023255686
1030792152852|2199023255686
481036338967|2199023255686
274877908762|2199023255686
962072676125|2199023255686
481036338976|2199023255686
274877908771|2199023255686
1030792152870|2199023255686
824633722665|2199023255686
687194769196|2199023255686
206158432047|2199023255686
481036338994|2199023255686
549755815733|2199023255686
687194769208|2199023255686
549755815739|2199023255686
274877908798|2199023255686
206158432074|2199023255686
206158432086|2199023255686
274877908834|2199023255686
274877908846|2199023255686
274877908858|2199023255686
274877908870|2199023255686
962072676242|2199023255686
206158432158|2199023255686
206158432170|2199023255686
1030792153014|2199023255686
274877908930|2199023255686
206158432206|2199023255686
274877908953|2199023255686
549755815909|2199023255686
274877908977|2199023255686
274877908989|2199023255686
274877909001|2199023255686
274877909013|2199023255686
274877909025|2199023255686
962072676397|2199023255686
274877909049|2199023255686
274877909061|2199023255686
274877909073|2199023255686
206158432349|2199023255686
549755816041|2199023255686
206158432373|2199023255686
549755816065|2199023255686
274877909133|2199023255686
274877909145|2199023255686
1030792153253|2199023255686
274877909169|2199023255686
274877909181|2199023255686
206158432457|2199023255686
274877909205|2199023255686
962072676577|2199023255686
755914246381|10995116279024
1168231106798|10995116279024
1099511630063|10995116279024
1168231106800|10995116279024
962072676593|10995116279024
1030792153330|10995116279024
893353199859|10995116279024
481036339444|10995116279024
893353199861|10995116279024
412316862710|10995116279024
824633723127|10995116279024
618475292920|10995116279024
618475292921|10995116279024
687194769658|10995116279024
343597385979|10995116279024
893353199868|10995116279024
412316862717|10995116279024
687194769662|10995116279024
412316862719|10995116279024
618475292928|10995116279024
1030792153345|10995116279024
1099511630082|10995116279024
893353199875|10995116279024
1099511630084|10995116279024
412316862725|10995116279024
755914246406|10995116279024
618475292935|10995116279024
618475292936|10995116279024
1099511630089|10995116279024
412316862730|10995116279024
1168231106827|10995116279024
549755816204|10995116279024
824633723149|10995116279024
687194769678|10995116279024
549755816207|10995116279024
1099511630096|10995116279024
687194769681|10995116279024
962072676626|10995116279024
962072676627|10995116279024
687194769684|10995116279024
481036339477|10995116279024
481036339478|10995116279024
412316862743|10995116279024
687194769688|10995116279024
755914246425|10995116279024
755914246426|10995116279024
687194769691|10995116279024
893353199900|10995116279024
549755816221|10995116279024
893353199902|10995116279024
824633723167|10995116279024
824633723168|10995116279024
412316862753|10995116279024
1030792153378|10995116279024
618475292963|10995116279024
549755816228|10995116279024
962072676645|10995116279024
343597386022|10995116279024
1099511630119|10995116279024
824633723176|10995116279024
343597386025|10995116279024
1030792153386|10995116279024
755914246443|10995116279024
687194769708|10995116279024
755914246445|10995116279024
755914246446|10995116279024
1168231106863|10995116279024
343597386032|10995116279024
755914246449|10995116279024
1030792153394|10995116279024
412316862771|10995116279024
412316862772|10995116279024
687194769717|10995116279024
618475292982|10995116279024
412316862775|10995116279024
618475292984|10995116279024
412316862777|10995116279024
824633723194|10995116279024
1168231106875|10995116279024
618475292988|10995116279024
481036339517|10995116279024
755914246462|10995116279024
549755816255|10995116279024
962072676672|10995116279024
618475292993|10995116279024
412316862786|10995116279024
618475292995|10995116279024
481036339524|10995116279024
412316862789|10995116279024
893353199942|10995116279024
755914246471|10995116279024
618475293000|10995116279024
1030792153417|10995116279024
893353199946|10995116279024
755914246475|10995116279024
549755816268|10995116279024
618475293005|10995116279024
1168231106894|10995116279024
687194769743|10995116279024
755914246480|10995116279024
755914246481|10995116279024
549755816274|10995116279024
824633723219|10995116279024
755914246484|10995116279024
893353199957|10995116279024
1168231106902|10995116279024
962072676695|10995116279024
1099511630168|10995116279024
755914246489|10995116279024
824633723226|10995116279024
481036339547|10995116279024
549755816284|10995116279024
962072676701|10995116279024
618475293022|10995116279024
755914246495|10995116279024
1099511630176|10995116279024
412316862817|10995116279024
412316862818|10995116279024
618475293027|10995116279024
893353199972|10995116279024
1099511630181|10995116279024
343597386086|10995116279024
1168231106919|10995116279024
549755816296|10995116279024
893353199977|10995116279024
824633723242|10995116279024
1168231106923|10995116279024
893353199980|10995116279024
618475293037|10995116279024
962072676718|10995116279024
481036339567|10995116279024
893353199984|10995116279024
962072676721|10995116279024
549755816306|10995116279024
893353199987|10995116279024
1168231106932|10995116279024
824633723253|10995116279024
1099511630198|10995116279024
893353199991|10995116279024
481036339576|10995116279024
412316862841|10995116279024
412316862842|10995116279024
412316862843|10995116279024
824633723260|10995116279024
893353199997|10995116279024
549755816318|10995116279024
618475293055|10995116279024
755914246528|10995116279024
481036339585|10995116279024
1030792153474|10995116279024
343597386115|10995116279024
1030792153476|10995116279024
1168231106949|10995116279024
824633723270|10995116279024
824633723271|10995116279024
893353200008|10995116279024
549755816329|10995116279024
687194769802|10995116279024
687194769803|10995116279024
1030792153484|10995116279024
962072676749|10995116279024
1099511630222|10995116279024
755914246543|10995116279024
755914246544|10995116279024
343597386129|10995116279024
481036339602|10995116279024
481036339603|10995116279024
824633723284|10995116279024
549755816341|10995116279024
893353200022|10995116279024
481036339607|10995116279024
755914246552|10995116279024
755914246553|10995116279024
412316862874|10995116279024
1099511630235|10995116279024
962072676764|10995116279024
1030792153501|10995116279024
549755816350|10995116279024
824633723295|10995116279024
1099511630240|10995116279024
549755816353|10995116279024
687194769826|10995116279024
618475293091|10995116279024
1030792153508|10995116279024
618475293093|10995116279024
1099511630246|10995116279024
1030792153511|10995116279024
755914246568|10995116279024
1099511630249|10995116279024
343597386154|10995116279024
893353200043|10995116279024
1099511630252|10995116279024
549755816365|10995116279024
343597386158|10995116279024
1030792153519|10995116279024
1099511630256|10995116279024
412316862897|10995116279024
618475293106|10995116279024
824633723315|10995116279024
755914246580|10995116279024
618475293109|10995116279024
618475293110|10995116279024
481036339639|10995116279024
893353200056|10995116279024
343597386169|10995116279024
412316862906|10995116279024
1099511630267|10995116279024
412316862908|10995116279024
1030792153533|10995116279024
481036339646|10995116279024
687194769855|10995116279024
